nom_original,noms_unifie
Bergilers,Bergilers
Bergilers,Belliek
BERINGEN,Берингене
BERINGEN,Beringene
BERINGEN,Berringe
BERINGEN,brnzhan
BERINGEN,be xri ng khen
BERINGEN,贝灵恩
BERINGEN,BERINGEN
BERINGEN,Beeringen
BERINGEN,bei ling en
BERINGEN,Беринген
BERINGEN,برنژان
BERINGEN,Beringhen
BERINGEN,เบอริงเคน
BERINGEN,Beringen
BERINGEN,Beringenas
BERLAAR,Berlaar
BERLAAR,Berlaer
BERLAAR,BERLAAR
BERLARE,برلر
BERLARE,bei er la lei
BERLARE,BERLARE
BERLARE,brlr
BERLARE,Berlare
BERLARE,Берларе
BERLARE,Berlaere
BERLARE,贝尔拉雷
Berlingen,Wellen (Berlingen)
Berlingen,Berlingen
BERLOZ,Bierlo
BERLOZ,Berlo
BERLOZ,Берлоз
BERLOZ,brlwz
BERLOZ,Берло
BERLOZ,贝尔洛
BERLOZ,BERLOZ
BERLOZ,Bierlô
BERLOZ,Berloz
BERLOZ,برلوز
BERLOZ,bei er luo
Berneau,Berneau
BERNISSART,Bernissart
BERNISSART,Bernisar
BERNISSART,bai ni sha he
BERNISSART,برنیسر
BERNISSART,Бернисар
BERNISSART,Берниссар
BERNISSART,柏尼沙赫
BERNISSART,BERNISSART
BERNISSART,Bernissar
BERNISSART,brnysr
Bersillies-l’Abbaye,Erquelinnes (Bersillies-l'Abbaye)
Bersillies-l’Abbaye,Bersillies-l’Abbaye
Bersillies-l’Abbaye,Bersillies-l'Abbaye
BERTEM,برتم
BERTEM,Бертем
BERTEM,brtm
BERTEM,Bertem
BERTEM,贝尔特姆
BERTEM,Berthem
BERTEM,bei er te mu
BERTEM,BERTEM
BERTOGNE,Berton
BERTOGNE,Berton'
BERTOGNE,bei er tuo nie
BERTOGNE,Bertogne
BERTOGNE,برتونی
BERTOGNE,brtwny
BERTOGNE,Бертон
BERTOGNE,Бертонь
BERTOGNE,BERTOGNE
BERTOGNE,Biertogne
BERTOGNE,贝尔托涅
Bertrée,Bertree
Bertrée,Bertrée
BERTRIX,brtryks
BERTRIX,bei er te li
BERTRIX,Бертри
BERTRIX,Бертрикс
BERTRIX,برتریکس
BERTRIX,Bertriks
BERTRIX,贝尔特里
BERTRIX,Bertri
BERTRIX,BERTRIX
BERTRIX,Bietris
BERTRIX,Bertrix
Berzée,Walcourt (Berzee)
Berzée,Berzée
Berzée,Walcourt (Berzée)
Berzée,Berzee
Beselare,Becelaere
Beselare,Beselare
Betekom,Betecom
Betekom,Betekom
Bettincourt,Bettencourt
Bettincourt,Bettenhoven
Bettincourt,Bettincourt
Beuzet,Beuzet
Bevel,Bevel
BEVER,Bever
BEVER,BEVER
BEVER,bei fu
BEVER,bwwh
BEVER,Bievene
BEVER,بووه
BEVER,贝弗
BEVER,Бевер
BEVER,Biévène
Bévercé,Bévercé
Bévercé,Beverce
Bevere,Bevere
Beveren,Beverenas
Beveren,bei fu lun
Beveren,贝弗伦
Beveren,bwwran
Beveren,Беверен
Beveren,بووران
Beveren,Beveren-Waes
Beveren,Beveren
Beveren,bebeleon
Beveren,베베런
Beveren,Beveren Waas
Beveren,Beverenas
Beveren,bei fu lun
Beveren,贝弗伦
Beveren,bwwran
Beveren,Беверен
Beveren,بووران
Beveren,Beveren-Waes
Beveren,Beveren
Beveren,bebeleon
Beveren,베베런
Beveren,Beveren Waas
Beveren,Beverenas
Beveren,bei fu lun
Beveren,贝弗伦
Beveren,bwwran
Beveren,Беверен
Beveren,بووران
Beveren,Beveren-Waes
Beveren,Beveren
Beveren,bebeleon
Beveren,베베런
Beveren,Beveren Waas
BEVEREN-WAAS,Beverenas
BEVEREN-WAAS,bei fu lun
BEVEREN-WAAS,贝弗伦
BEVEREN-WAAS,bwwran
BEVEREN-WAAS,Беверен
BEVEREN-WAAS,بووران
BEVEREN-WAAS,Beveren-Waes
BEVEREN-WAAS,BEVEREN-WAAS
BEVEREN-WAAS,Beveren
BEVEREN-WAAS,bebeleon
BEVEREN-WAAS,베베런
BEVEREN-WAAS,Beveren Waas
Beverlo,Beverlo
Beverlo,Beverloo
Beverst,Bilzen (Beverst)
Beverst,Beverst
BEYNE-HEUSAY,贝恩—厄泽
BEYNE-HEUSAY,Ben Jose
BEYNE-HEUSAY,Ben-Ehze
BEYNE-HEUSAY,Beyne-Heusay
BEYNE-HEUSAY,bn-ywzh
BEYNE-HEUSAY,Бен Йосе
BEYNE-HEUSAY,بن-یوزه
BEYNE-HEUSAY,BEYNE-HEUSAY
BEYNE-HEUSAY,Binne-Heuzea
BEYNE-HEUSAY,Бен-Эзе
Bienne-lez-Happart,Bienne-lez-Happart
BIERBEEK,byrbyk
BIERBEEK,Бийрбек
BIERBEEK,比尔贝克
BIERBEEK,Bierbeek
BIERBEEK,BIERBEEK
BIERBEEK,Bijrbek
BIERBEEK,bi er bei ke
BIERBEEK,بیربئک
Biercée,Biercee
Biercée,Thuin (Biercée)
Biercée,Thuin (Biercee)
Biercée,Biercée
Bierges,Bierges
Bierges,Wavre (Bierges)
Bierges,Bierges (Belgique)
Bierghes,Bierk
Bierghes,Bierghes
Bierset,Bierset
Bierset,Grace-Hollogne (Bierset)
Bierset,Grâce-Hollogne (Bierset)
Bierwart,Fernelmont (Bierwart)
Bierwart,Bierwart
Biesme,Biesme
Biesme,Ruisseau Biesme l'Eau
Biesme,Mettet (Biesme)
Biesme,Ruisseau Biesme l’Eau
Biesmerée,Biesmeree
Biesmerée,Biesmerée
Biesme-sous-Thuin,Thuin (Biesme-sous-Thuin)
Biesme-sous-Thuin,Biesme-sous-Thuin
BIÈVRE,Bievur
BIÈVRE,bi ye fu er
BIÈVRE,BIÈVRE
BIÈVRE,Bive
BIÈVRE,Bièvre
BIÈVRE,Биевър
BIÈVRE,بیور
BIÈVRE,比耶夫尔
BIÈVRE,Bievre
BIÈVRE,bywr
Biez,Grez-Doiceau (Biez)
Biez,Biez
Bihain,Bihain
Bikschote,Bikschote
Bikschote,Bixschoote
Bilstain,Limbourg (Bilstain)
Bilstain,Bilstain
BILZEN,Білзен
BILZEN,Bilze
BILZEN,Bilzen
BILZEN,bylzan
BILZEN,bi er ceng
BILZEN,BILZEN
BILZEN,bil sein
BILZEN,บิลเซิน
BILZEN,Bilsen
BILZEN,比尔曾
BILZEN,Билзен
BILZEN,بیلزان
BINCHE,BINCHE
BINCHE,Bensh
BINCHE,Binchium
BINCHE,بنش
BINCHE,Binche
BINCHE,banshu
BINCHE,뱅슈
BINCHE,Бенш
BINCHE,baengsyu
BINCHE,Bince
BINCHE,bnsh
BINCHE,バンシュ
Binderveld,Binderveld
Binkom,Binkom
Bioul,Anhee (Bioul)
Bioul,Bioul
Bioul,Anhée (Bioul)
Bissegem,Bissegem
Bissegem,Bisseghem
Blaasveld,Blaesveld
Blaasveld,Blaasveld
Blaasveld,Willebroek (Blaasveld)
Blaimont,Hastière (Blaimont)
Blaimont,Blaimont
Blaimont,Hastiere (Blaimont)
Blandain,Blandain
Blanden,Oud-Heverlee (Blanden)
Blanden,Blanden
BLANKENBERGE,beullangkenbeleuheo
BLANKENBERGE,BLANKENBERGE
BLANKENBERGE,بلانکنبرژ
BLANKENBERGE,블랑켄베르허
BLANKENBERGE,Blank'nberge
BLANKENBERGE,布兰肯贝尔赫
BLANKENBERGE,Բլանկենբերգե
BLANKENBERGE,Blankenberge
BLANKENBERGE,burankenberuhe
BLANKENBERGE,Blanknberge
BLANKENBERGE,blanknbrzh
BLANKENBERGE,bu lan ken bei er he
BLANKENBERGE,Бланкенберге
BLANKENBERGE,ブランケンベルヘ
BLANKENBERGE,Blankenberghe
Blaregnies,Blaregnies
Blaton,Blaton
Blaugies,Blaugies
BLÉGNY,BLÉGNY
BLÉGNY,Blégny
BLÉGNY,Blegny
Bléharies,Bleharies
Bléharies,Bléharies
Blehen,Hannut (Blehen)
Blehen,Blehen
Bleid,Bleid
Bleret,Waremme (Bleret)
Bleret,Bleret
Blicquy,Blicquy
BOCHOLT,Бохолт
BOCHOLT,bo khol t
BOCHOLT,bwkhwlt  bljyka
BOCHOLT,Bóggetj
BOCHOLT,بوخولت، بلجيكا
BOCHOLT,bwshwlt
BOCHOLT,Bocholt
BOCHOLT,Boggetj
BOCHOLT,bo huo er te
BOCHOLT,โบโคลต์
BOCHOLT,Bokholt
BOCHOLT,بوشولت
BOCHOLT,BOCHOLT
BOCHOLT,博霍尔特
BOECHOUT,布豪特
BOECHOUT,Bukhaut
BOECHOUT,Бухаут
BOECHOUT,بوئشو
BOECHOUT,BOECHOUT
BOECHOUT,Bouchout
BOECHOUT,bu hao te
BOECHOUT,bwyshw
BOECHOUT,Boechout
Boekhout,Bouckhout
Boekhout,Gingelom (Boekhout)
Boekhout,Bochhaute
Boekhout,Boukhout
Boekhout,Boekhout
Boekhout,Boekhoute
Boekhout,Bouchout
Boekhoute,Bouckhout
Boekhoute,Gingelom (Boekhout)
Boekhoute,Bochhaute
Boekhoute,Boukhout
Boekhoute,Boekhout
Boekhoute,Boekhoute
Boekhoute,Bouchout
Boëlhe,Geer (Boelhe)
Boëlhe,Boelhe
Boëlhe,Geer (Boëlhe)
Boëlhe,Boëlhe
Boezinge,Boesinghe
Boezinge,Boezinge
Bogaarden,Bogaarden
Bogaarden,Bogaerden
Bohan,Vresse-sur-Semois (Bohan)
Bohan,Bohan
Boignée,Boignée
Boignée,Sombreffe (Boignee)
Boignée,Boignee
Boignée,Sombreffe (Boignée)
Boirs,Bassenge (Boirs)
Boirs,Boirs
Bois-de-Lessines,Bois-de-Lessines
Bois-de-Lessines,Bois de Lessines
Bois-de-Villers,Bois de Villers
Bois-de-Villers,Bois-de-Villers
Bois-d’Haine,Bois-d’Haine
Bois-d’Haine,Bois-d'Haine
Bois-et-Borsu,Clavier (Bois-et-Borsu)
Bois-et-Borsu,Bois-et-Borsu
Bolinne,Bolinne
Bolland,Bolland
Bomal,Ramilies (Bomal)
Bomal,Bomal-sur-Ourthe
Bomal,Bomal
Bomal,Ramilies (Bomal)
Bomal,Bomal-sur-Ourthe
Bomal,Bomal
Bombaye,Bombaye
Bombaye,Bolbeek
Bombaye,Dalhem (Bombaye)
Bommershoven,Bommershoven
Bommershoven,Borgloon (Bommershoven)
Boncelles,Seraing (Boncelles)
Boncelles,Boncelles
Boneffe,Eghezee (Boneffe)
Boneffe,Éghezée (Boneffe)
Boneffe,Boneffe
BONHEIDEN,BONHEIDEN
BONHEIDEN,Bonheyden
BONHEIDEN,Bonheiden
Boninne,Namur (Boninne)
Boninne,Boninne
Bonlez,Chaumont-Gistoux (Bonlez)
Bonlez,Bonlez
Bonnert,Bonnert
Bonneville,Andenne (Bonneville)
Bonneville,Bonneville
Bonneville,Bonneville (Belgique)
Bon-Secours,Bon-Secours
Bonsin,Bonsin
Booischot,Boisschot
Booischot,Booischot
Booischot,Heist-op-den-Berg (Booischot)
Booitshoeke,Boitshoucke
Booitshoeke,Booitshoeke
BOOM,Бом
BOOM,Bom
BOOM,bom
BOOM,بوم
BOOM,Boom
BOOM,Bomas
BOOM,봄
BOOM,BOOM
BOOM,博姆
BOOM,bwm
BOOM,bo mu
Boorsem,Boorsheim
Boorsem,Boorsem
BOORTMEERBEEK,Boortmeerbeek
BOORTMEERBEEK,BOORTMEERBEEK
BOORTMEERBEEK,博尔特梅尔贝克
BOORTMEERBEEK,bwrtmrbyk
BOORTMEERBEEK,Bortmerbek
BOORTMEERBEEK,بورتمربئک
BOORTMEERBEEK,bo er te mei er bei ke
BOORTMEERBEEK,Бортмербек
Borchtlombeek,Roosdaal (Borchtlombeek)
Borchtlombeek,Borchtlombeek
Borgerhout,Borgerhout
Borgerhout,Borgerhouts
Borgerhout,Bergerhout
Borgerhout,Antwerpen (Borgerhout)
BORGLOON,bxrkh lon
BORGLOON,Borgloon
BORGLOON,Lo
BORGLOON,Loeën
BORGLOON,บอร์คโลน
BORGLOON,Lô
BORGLOON,Loeen
BORGLOON,Looz
BORGLOON,bo er he long
BORGLOON,بورگلون
BORGLOON,bwrglwn
BORGLOON,Borglon
BORGLOON,BORGLOON
BORGLOON,Борглон
BORGLOON,Борглоон
BORGLOON,博尔赫隆
BORGLOON,Borchlonium
Borlez,Borlez
Borlo,Borlo
Borlo,Borloo
Borlon,Borlon
BORNEM,Bornem
BORNEM,bwrnm
BORNEM,بورنم
BORNEM,bo er ne mu
BORNEM,博尔讷姆
BORNEM,Bornhem
BORNEM,Борнем
BORNEM,BORNEM
Bornival,Bornival
Bornival,Nivelles (Bornival)
BORSBEEK,BORSBEEK
BORSBEEK,Borsbeek
Borsbeke,Borsbeke
Bossière,Bossiere
Bossière,Gembloux (Bossiere)
Bossière,Bossière
Bossière,Gembloux (Bossière)
Bossuit,Boosuit
Bossuit,Bossuit
Bossuit,Bossuyt
Bossut-Gottechain,Grez-Doiceau (Bossut-Gottechain)
Bossut-Gottechain,Bossut-Gottechain
Bost,Tienen (Bost)
Bost,Bost
Bothey,Gembloux (Bothey)
Bothey,Bothey
Bottelare,Bottelaere
Bottelare,Bottelare
Bouffioulx,Bouffioulx
Bouge,Bouge
Bouge,Namur (Bouge)
Bougnies,Bougnies
BOUILLON,Bouillon
BOUILLON,Bouyon
BOUILLON,bwyn
BOUILLON,buyong
BOUILLON,Буйон
BOUILLON,Горад Буён
BOUILLON,Bujon
BOUILLON,BOUILLON
BOUILLON,ブイヨン
BOUILLON,Bouilloni vald
BOUILLON,Gorad Bujon
BOUILLON,bu yong
BOUILLON,Bulen
BOUILLON,Bullionium
BOUILLON,بوین
BOUILLON,布永
BOUILLON,부용
BOUILLON,buiyon
Bourlers,Bourlers
Bourlers,Chimay (Bourlers)
Bourseigne-Neuve,Bourseigne-Neuve
Bourseigne-Vieille,Bourseigne-Vieille
Boussoit,Boussoit
BOUSSU,Боуссу
BOUSSU,بوسو
BOUSSU,Boussu-lez-Mons
BOUSSU,Буссю
BOUSSU,Busju
BOUSSU,Boussu-dle-Mont
BOUSSU,Бусю
BOUSSU,bwsw
BOUSSU,Bussju
BOUSSU,Boussu-dlé-Mont
BOUSSU,BOUSSU
BOUSSU,Boussu
Boussu-en-Fagne,Couvin (Boussu-en-Fagne)
Boussu-en-Fagne,Boussu-en-Fagne
Boussu-lez-Walcourt,Froidchapelle (Boussu-lez-Walcourt)
Boussu-lez-Walcourt,Boussu-lez-Walcourt
Bousval,Genappe (Bousval)
Bousval,Bousval
BOUTERSEM,bwtrsm
BOUTERSEM,Баутерсем
BOUTERSEM,鲍特尔塞姆
BOUTERSEM,Boutersem
BOUTERSEM,Bautersem
BOUTERSEM,بوترسم
BOUTERSEM,bao te er sai mu
BOUTERSEM,BOUTERSEM
Bouvignes-sur-Meuse,Dinant (Bouvignes-sur-Meuse)
Bouvignes-sur-Meuse,Bouvignes-sur-Meuse
Bouvignes-sur-Meuse,Bouvignes
Bouvignies,Bouvignies
Bouwel,Bouwel
Bouwel,Grobbendonk (Bouwel)
Bovekerke,Bovekerke
Bovelingen,Marlinne
Bovelingen,Bovelingen
Bovelingen,Mechelen
Bovelingen,Mechelen-Bovelingen
Bovenistier,Bovenistier
Bovesse,Bovesse
Bovesse,La Bruyère (Bovesse)
Bovesse,La Bruyere (Bovesse)
Bovigny,Bovigny
Bra,Bra
Braffe,Braffe
Braibant,Braibant
Braibant,Ciney (Braibant)
BRAINE-L’ALLEUD,Брен л'Але
BRAINE-L’ALLEUD,برن‌للو
BRAINE-L’ALLEUD,bu lai en la lei
BRAINE-L’ALLEUD,Braine-l’Alleud
BRAINE-L’ALLEUD,Brinne-l'-Alou
BRAINE-L’ALLEUD,Braine-l'Alleud
BRAINE-L’ALLEUD,Eigenbrakel
BRAINE-L’ALLEUD,Bren l'Ale
BRAINE-L’ALLEUD,Bren l'Al'o
BRAINE-L’ALLEUD,Брен л'Альо
BRAINE-L’ALLEUD,Брен-л'Аллё
BRAINE-L’ALLEUD,Bren-l'Alljo
BRAINE-L’ALLEUD,BRAINE-L’ALLEUD
BRAINE-L’ALLEUD,布赖恩拉勒
BRAINE-LE-CHÂTEAU,برن-لو-شتو
BRAINE-LE-CHÂTEAU,Braine-le-Chateau
BRAINE-LE-CHÂTEAU,Брен льо Шато
BRAINE-LE-CHÂTEAU,Kasteelbrakel
BRAINE-LE-CHÂTEAU,BRAINE-LE-CHÂTEAU
BRAINE-LE-CHÂTEAU,Braine-le-Château
BRAINE-LE-CHÂTEAU,Брен-ле-Шато
BRAINE-LE-CHÂTEAU,Bren-le-Shato
BRAINE-LE-CHÂTEAU,brn-lw-shtw
BRAINE-LE-CHÂTEAU,布赖恩勒沙托
BRAINE-LE-CHÂTEAU,bu lai en lei sha tuo
BRAINE-LE-CHÂTEAU,Bren l'o Shato
BRAINE-LE-CHÂTEAU,Brinne-Tchestea
BRAINE-LE-COMTE,Bren l'o Kont
BRAINE-LE-COMTE,Брем-ле-Конт
BRAINE-LE-COMTE,Брен льо Конт
BRAINE-LE-COMTE,Brem-le-Kont
BRAINE-LE-COMTE,برن‌لوکمت
BRAINE-LE-COMTE,BRAINE-LE-COMTE
BRAINE-LE-COMTE,'s-Gravenbrakel
BRAINE-LE-COMTE,Брен-ле-Конт
BRAINE-LE-COMTE,’s-Gravenbrakel
BRAINE-LE-COMTE,Bren-le-Kont
BRAINE-LE-COMTE,Brinne-e-Hinnot
BRAINE-LE-COMTE,Braine-le-Comte
BRAINE-LE-COMTE,s-Gravenbrakel
BRAIVES,Braives
BRAIVES,布赖沃
BRAIVES,BRAIVES
BRAIVES,bu lai wo
BRAIVES,Брев
BRAIVES,brw
BRAIVES,برو
BRAIVES,Braivesi vald
BRAIVES,Brev
BRAKEL,BRAKEL
BRAKEL,Nederbrakel
BRAKEL,Brakel
Branchon,Eghezee (Branchon)
Branchon,Éghezée (Branchon)
Branchon,Branchon
Bras,Bras
Brasménil,Brasmenil
Brasménil,Brasménil
BRASSCHAAT,布拉斯哈特
BRASSCHAAT,Braschatas
BRASSCHAAT,Braskhat
BRASSCHAAT,Brasschaet
BRASSCHAAT,braskhat
BRASSCHAAT,براسخات
BRASSCHAAT,Brasschaat
BRASSCHAAT,Брасхат
BRASSCHAAT,bu la si ha te
BRASSCHAAT,Brasschaep
BRASSCHAAT,BRASSCHAAT
BRASSCHAAT,EBBT
Bray,Bray
BRECHT,布雷赫特
BRECHT,Brekht
BRECHT,brkt
BRECHT,BRECHT
BRECHT,bu lei he te
BRECHT,برکت
BRECHT,Brecht
BRECHT,Брехт
BREDENE,Breenienge
BREDENE,Breedene
BREDENE,Brênienge
BREDENE,BREDENE
BREDENE,Breênienge
BREDENE,Brenienge
BREDENE,Bredene
BREE,Брее
BREE,bry
BREE,bure
BREE,Бре
BREE,ber
BREE,Bree
BREE,BREE
BREE,Brée
BREE,Bre
BREE,بری
BREE,bu lei
BREE,브레이
BREE,ブレー
BREE,เบร
BREE,beulei
BREE,布雷
Breendonk,Breendonk
Breendonk,Breendonck
Breendonk,Puurs (Breendonk)
Bressoux,Bressoux
Bressoux,Liège (Bressoux)
Bressoux,Liege (Bressoux)
Brielen,Brielen
Broechem,Broechem
Broekom,Broekom
Broekom,Brouckom
BRUGELETTE,bu pu ri lie te
BRUGELETTE,Брюжлет
BRUGELETTE,Brugelette
BRUGELETTE,brwzhwlt
BRUGELETTE,布普日列特
BRUGELETTE,Brjuzhelet
BRUGELETTE,Брюжелет
BRUGELETTE,Brjuzhlet
BRUGELETTE,بروژولت
BRUGELETTE,BRUGELETTE
BRUGGE,Arroundissement Brugge
BRUGGE,Brjuge
BRUGGE,Brugge
BRUGGE,di Bruges
BRUGGE,Bruges
BRUGGE,Brugge ringkond
BRUGGE,Bruges
BRUGGE,BRUGGE
BRUGGE,Arondisamant Brugge
BRUGGE,Bruges
BRUGGE,Брюге
BRUGGE,شهرستان بروژ
BRUGGE,shhrstan brwzh
BRUGGE,Bruges
BRUGGE,bu lu ri qu
BRUGGE,布魯日區
BRUGGE,Bezirk Brügge
BRUGGE,Brugge
BRUGGE,Bezirk Bruegge
Brûly,Couvin (Bruly)
Brûly,Brûly
Brûly,Le Brûly
Brûly,Couvin (Brûly)
Brûly,Bruly
Brûly-de-Pesche,Couvin (Bruly-de-Pesche)
Brûly-de-Pesche,Couvin (Brûly-de-Pesche)
Brûly-de-Pesche,Brûly-de-Pesche
Brûly-de-Pesche,Bruly-de-Pesche
BRUNEHAUT,Brunehault
BRUNEHAUT,Brunehaut
BRUNEHAUT,BRUNEHAUT
Brussegem,Brusseghem
Brussegem,Brussegem
Brussegem,Merchtem (Brussegem)
Brustem,Brustem
Brustem,Sint-Truiden (Brustem)
Brustem,Brusthem
BRUXELLES,Brukseli
BRUXELLES,BRU
BRUXELLES,Brussel
BRUXELLES,Bruessel
BRUXELLES,Bryusel
BRUXELLES,Brukselo
BRUXELLES,Città di Bruxelles
BRUXELLES,brassels
BRUXELLES,ܒܪܘܟܣܠ
BRUXELLES,Bruksel
BRUXELLES,بروکسل
BRUXELLES,Brusehl'
BRUXELLES,An Bhruiseil
BRUXELLES,Brüsszel
BRUXELLES,Bruselas
BRUXELLES,Bruksela
BRUXELLES,ब्रसेल्स
BRUXELLES,Bruseles
BRUXELLES,Brussele
BRUXELLES,Брюсель
BRUXELLES,An Bhruiséil
BRUXELLES,Bryxelles
BRUXELLES,buryusseru
BRUXELLES,בריסל
BRUXELLES,Brussels
BRUXELLES,beulwisel
BRUXELLES,Brisele
BRUXELLES,Brusel
BRUXELLES,Bruxelas
BRUXELLES,Brussel·les
BRUXELLES,Брусэль
BRUXELLES,بريۇسسېل
BRUXELLES,BRUXELLES
BRUXELLES,Βρυξέλλες
BRUXELLES,Bruiseal
BRUXELLES,Bréissel
BRUXELLES,بروكسل
BRUXELLES,Citta di Bruxelles
BRUXELLES,brwksl
BRUXELLES,Bruesszel
BRUXELLES,Brusela
BRUXELLES,布鲁塞尔
BRUXELLES,briuseli
BRUXELLES,บรัสเซลส์
BRUXELLES,Bruxelles
BRUXELLES,Bruselo
BRUXELLES,Brjuksel
BRUXELLES,Bryssel
BRUXELLES,Brjusel'
BRUXELLES,Brjussel'
BRUXELLES,Kota Brusel
BRUXELLES,Brisel
BRUXELLES,Брюссель
BRUXELLES,brysl
BRUXELLES,ბრიუსელი
BRUXELLES,Bruselj
BRUXELLES,布魯塞爾
BRUXELLES,Brusel·les
BRUXELLES,Bruxel
BRUXELLES,ブリュッセル
BRUXELLES,Brüssel
BRUXELLES,Briuselis
BRUXELLES,Brwsel
BRUXELLES,Brüksel
BRUXELLES,Breissel
BRUXELLES,브뤼셀
BRUXELLES,Brueksel
BRUXELLES,braselsa
BRUXELLES,bu lu sai er
BRUXELLES,City of Brussels
BRUXELLES,Брюксел
BRUXELLES,Брисел
BRUXELLES,Բրյուսել
BRUXELLES,Bruxellae
Bruyelle,Bruyelle
Brye,Brye
Budingen,Budingen
BÜLLINGEN,Böllénge
BÜLLINGEN,Büllingen
BÜLLINGEN,Boellenge
BÜLLINGEN,BÜLLINGEN
BÜLLINGEN,Buellingen
BÜLLINGEN,Bullingen
BÜLLINGEN,Bullange
BÜTGENBACH,Buetgenbach
BÜTGENBACH,Bütgenbach
BÜTGENBACH,Butgenbach
BÜTGENBACH,BÜTGENBACH
BUGGENHOUT,BUGGENHOUT
BUGGENHOUT,Бьогенхаут
BUGGENHOUT,B'ogenkhaut
BUGGENHOUT,بوگژنو
BUGGENHOUT,bi heng hao te
BUGGENHOUT,Buggenhout
BUGGENHOUT,Бюггенхаут
BUGGENHOUT,Bjuggenkhaut
BUGGENHOUT,bwgzhnw
BUGGENHOUT,比亨豪特
Buissenal,Buissenal
Buissonville,Buissonville
Buizingen,Buysinghen
Buizingen,Buizingen
Buizingen,Halle (Buizingen)
Buken,Buken
Buken,Kampenhout (Buken)
Buken,Beuken
Bulskamp,Bulscamp
Bulskamp,Bulskamp
Bunsbeek,Glabbeek-Zuurbemde (Bunsbeek)
Bunsbeek,Bunsbeek
Burcht,Burght
Burcht,Zwijndrecht (Burcht)
Burcht,Burcht
BURDINNE,Burdinne
BURDINNE,bwrdyn
BURDINNE,比尔迪讷
BURDINNE,Bjurdinn
BURDINNE,Bjurdin
BURDINNE,Бюрдинн
BURDINNE,بوردین
BURDINNE,Бюрдин
BURDINNE,bi er di ne
BURDINNE,BURDINNE
Bure,Брее
Bure,bry
Bure,bure
Bure,Бре
Bure,ber
Bure,Bree
Bure,Brée
Bure,Bre
Bure,بری
Bure,bu lei
Bure,브레이
Bure,Bure
Bure,ブレー
Bure,เบร
Bure,beulei
Bure,布雷
BURG-REULAND,Бург Ройланд
BURG-REULAND,Бург-Ройланд
BURG-REULAND,Reuland
BURG-REULAND,Burg Rojland
BURG-REULAND,Burg-Rojland
BURG-REULAND,ブルク＝ロイラント
BURG-REULAND,Burg-Reuland
BURG-REULAND,BURG-REULAND
BURG-REULAND,布尔格—罗伊兰德
BURG-REULAND,bwrg-rwlan
BURG-REULAND,buruku=roiranto
BURG-REULAND,بورگ-رولان
Burst,Burst
Bury,Bury
Buvingen,Buvingen
Buvrinnes,Buvrinnes
Buzenol,Buzenol
Buzenol,Buzenel
Buzet,Pont-a-Celles (Buzet)
Buzet,Pont-à-Celles (Buzet)
Buzet,Buzet
Callenelle,Callenelle
Calonne,Calonne
Cambron-Casteau,Cambron-Casteau
Cambron-Saint-Vincent,Cambron-Saint-Vincent
Carlsbourg,Carlsbourg
Carnières,Carnières
Carnières,Carnieres
Casteau,Casteau
Casteau,Casteau
Casteau,Casteau
Castillon,Castillon
Castillon,Walcourt (Castillon)
CELLES (Hainaut),Houyet (Celles)
CELLES (Hainaut),CELLES (Hainaut)
CELLES (Hainaut),Celles
CELLES (Hainaut),Сел
CELLES (Hainaut),Faimes (Celles)
CELLES (Hainaut),Sel
CELLES (Hainaut),sl  anw
CELLES (Hainaut),سل، انو
Celles (Liège),Houyet (Celles)
Celles (Liège),Celles
Celles (Liège),Сел
Celles (Liège),Faimes (Celles)
Celles (Liège),Sel
Celles (Liège),sl  anw
Celles (Liège),Celles (Liège)
Celles (Liège),سل، انو
Celles (Namur),Houyet (Celles)
Celles (Namur),Celles
Celles (Namur),Сел
Celles (Namur),Faimes (Celles)
Celles (Namur),Sel
Celles (Namur),sl  anw
Celles (Namur),سل، انو
Celles (Namur),Celles (Namur)
Cerexhe-Heuseux,Cerexhe
Cerexhe-Heuseux,Soumagne (Cerexhe-Heuseux)
Cerexhe-Heuseux,Cerexhe-Heuseux
CERFONTAINE,Cerfontaine
CERFONTAINE,srfwntn
CERFONTAINE,Serfonten
CERFONTAINE,CERFONTAINE
CERFONTAINE,塞尔方丹
CERFONTAINE,Cerfontinne
CERFONTAINE,سرفونتن
CERFONTAINE,sai er fang dan
CERFONTAINE,Серфонтен
Céroux-Mousty,Ottignies-Louvain-la-Neuve (Ceroux-Mousty)
Céroux-Mousty,Céroux-Mousty
Céroux-Mousty,Ottignies-Louvain-la-Neuve (Céroux-Mousty)
Céroux-Mousty,Ceroux-Mousty
Chaineux,Chaineux
Chairière,Chairiere
Chairière,Chairière
Champion,Champion
Champion,Namur (Champion)
Champlon,Champlon
Chanly,Chanly
Chantemelle,Etalle (Chantemelle)
Chantemelle,Chantemelle
Chantemelle,Étalle (Chantemelle)
Chapelle-à-Oie,Chapelle-à-Oie
Chapelle-à-Oie,Chapelle-a-Oie
Chapelle-à-Wattines,Chapelle-à-Wattines
Chapelle-à-Wattines,Chapelle-a-Wattines
CHAPELLE-LEZ-HERLAIMONT,Chapelle-lez-Herlaimont
CHAPELLE-LEZ-HERLAIMONT,shpl-lh-arlmwn
CHAPELLE-LEZ-HERLAIMONT,CHAPELLE-LEZ-HERLAIMONT
CHAPELLE-LEZ-HERLAIMONT,Шапель-лез-Эрлемон
