#,prenoms,Aantal in België,Aantal in Vlaanderen,Aantal in Wallonië,Aantal in Brussel
27721,Yali,6,3,0,2
27722,Ismehan,6,3,2,0
27723,Xiumei,6,4,0,2
27724,Xiaojing,6,3,0,2
27725,Xiaodan,6,3,0,2
27726,Xanthoula,6,2,2,2
27727,Irenka,6,4,2,0
27728,Wisam,6,3,0,2
27729,Wayra,6,2,2,2
27730,Emrana,6,4,0,0
27731,Imma,6,3,2,0
27732,Elvane,6,4,0,0
27733,Virginica,6,3,0,2
27734,Eliezer,6,4,0,0
27735,Verity,6,2,2,2
27736,Verine,6,4,0,2
27737,Ifigenia,6,4,2,0
27738,Velika,6,2,2,2
27739,Hyre,6,3,2,0
27740,Hung,6,4,2,0
27741,Hulda,6,4,2,0
27742,Divan,6,4,0,0
27743,Umba,6,3,0,2
27744,Umay,6,4,0,2
27745,Hilla,6,4,2,0
27746,Tulia,6,3,0,2
27747,Tuanna,6,2,2,2
27748,Herolinda,6,4,2,0
27749,Dari,6,4,0,0
27750,Havida,6,3,2,0
27751,Tifa,6,2,2,2
27752,Chaweewan,6,4,0,0
27753,Charie,6,4,0,0
27754,Terezinha,6,3,0,2
27755,Tayyaba,6,3,0,2
27756,Hae,6,3,2,0
27757,Tannia,6,3,0,2
27758,Gülin,6,3,2,0
27759,Gülender,6,3,2,0
27760,Betelhem,6,4,0,0
27761,Beser,6,4,0,0
27762,Berina,6,4,0,0
27763,Benjamina,6,4,0,0
27764,Guida,6,3,2,0
27765,Suzannah,6,3,0,2
27766,Aygün,6,4,0,0
27767,Sultane,6,2,2,2
27768,Suhule,6,4,0,2
27769,Artiola,6,4,0,0
27770,Areeba,6,4,0,0
27771,Aree,6,4,0,0
27772,Soumayya,6,2,2,2
27773,Gentjana,6,3,2,0
27774,Soni,6,3,0,2
27775,Ann-Michèle,6,4,0,0
27776,Anaïde,6,4,0,0
27777,Soda,6,2,2,2
27778,Amarachi,6,4,0,0
27779,Simy,6,3,0,2
27780,Simbi,6,4,0,2
27781,Aleid,6,4,0,0
27782,Ajrije,6,4,0,0
27783,Fiore,6,3,2,0
27784,Shyrete,6,3,0,2
27785,Fexhrije,6,3,2,0
27786,Shoko,6,2,2,2
27787,Fergie,6,4,2,0
27788,Abeba,6,4,0,0
27789,Aba,6,4,0,0
27790,Shema,6,3,0,2
27791,Zozima,6,5,0,0
27792,Zosia,6,5,0,0
27793,Zite,6,5,0,0
27794,Zeytun,6,5,0,0
27795,Zenja,6,5,0,0
27796,Shakeela,6,3,0,2
27797,Shafia,6,3,0,2
27798,Yuyan,6,5,0,0
27799,Shaïmae,6,2,2,2
27800,Yn,6,5,0,0
27801,Ylvi,6,5,0,0
27802,Yellise,6,5,0,0
27803,Serengül,6,4,0,2
27804,Seniz,6,2,2,2
27805,Xiujuan,6,5,0,0
27806,Xhejlane,6,5,0,0
27807,Xenya,6,5,0,0
27808,Evlyn,6,3,2,0
27809,Willyane,6,5,0,0
27810,Vivina,6,5,0,0
27811,Vinnie,6,5,0,0
27812,Sazimet,6,3,0,2
27813,Victor,6,5,0,0
27814,Veselka,6,5,0,0
27815,Veranika,6,5,0,0
27816,Sauda,6,2,2,2
27817,Satik,6,4,0,2
27818,Ulke,6,5,0,0
27819,Santi,6,4,0,2
27820,Trixy,6,5,0,0
27821,Sanjana,6,4,0,2
27822,Toska,6,5,0,0
27823,Tien,6,5,0,0
27824,Enith,6,3,2,0
27825,Sajia,6,2,2,2
27826,Tazegül,6,5,0,0
27827,Tassanee,6,5,0,0
27828,Tany,6,5,0,0
27829,Safak,6,4,0,2
27830,Tanvi,6,5,0,0
27831,Sadber,6,2,2,2
27832,Süheyda,6,5,0,0
27833,Sylvania,6,5,0,0
27834,Suraiya,6,5,0,0
27835,Suphawadee,6,5,0,0
27836,Sultanay,6,5,0,0
27837,Sudjai,6,5,0,0
27838,Sombat,6,5,0,0
27839,Rubia,6,3,0,2
27840,Elliane,6,4,2,0
27841,Rozi,6,4,0,2
27842,Rozeta,6,3,0,2
27843,Eliya,6,3,2,0
27844,Simonia,6,5,0,0
27845,Simam,6,5,0,0
27846,Sigillinde,6,5,0,0
27847,Shinta,6,5,0,0
27848,Shehnaz,6,5,0,0
27849,Sharlyn,6,5,0,0
27850,Sharin,6,5,0,0
27851,Selah,6,5,0,0
27852,Sefiye,6,5,0,0
27853,Ritika,6,3,0,2
27854,Sebahate,6,5,0,0
27855,Sawai,6,5,0,0
27856,Savitri,6,5,0,0
27857,Satiye,6,5,0,0
27858,Sarbjit,6,5,0,0
27859,Rihem,6,3,0,2
27860,Rihane,6,3,0,2
27861,Edigna,6,4,2,0
27862,Sanju,6,5,0,0
27863,Samreen,6,5,0,0
27864,Samlee,6,5,0,0
27865,Sami,6,5,0,0
27866,Rhema,6,3,0,2
27867,Dzhamilya,6,4,2,0
27868,Rezzan,6,4,0,2
27869,Sakira,6,5,0,0
27870,Sahinaz,6,5,0,0
27871,Durdica,6,3,2,0
27872,Saïdia,6,5,2,2
27873,Dorka,6,3,2,0
27874,Ruaa,6,5,0,0
27875,Rozaliya,6,5,0,0
27876,Roshni,6,5,0,0
27877,Rasida,6,3,0,2
27878,Rosemond,6,5,0,0
27879,Ronahi,6,5,0,0
27880,Ramuné,6,2,2,2
27881,Domingas,6,3,2,0
27882,Roa,6,5,0,0
27883,Ricky,6,5,0,0
27884,Doesjka,6,4,2,0
27885,Rajini,6,3,0,2
27886,Reside,6,5,0,0
27887,Renhilda,6,5,0,0
27888,Renea,6,5,0,0
27889,Remie,6,5,0,0
27890,Rahat,6,4,0,2
27891,Raghda,6,4,0,2
27892,Raghad,6,4,0,2
27893,Rayssa,6,5,0,0
27894,Rafiye,6,3,0,2
27895,Praphai,6,5,0,0
27896,Qefsere,6,2,2,2
27897,Peternella,6,5,0,0
27898,Parminder,6,5,0,0
27899,Paniz,6,5,0,0
27900,Palwinder,6,5,0,0
27901,Destan,6,4,2,0
27902,Prachi,6,3,0,2
27903,Osaretin,6,5,0,0
27904,Deliah,6,3,2,0
27905,Pierre,6,2,2,2
27906,Olja,6,5,0,0
27907,Oghogho,6,5,0,0
27908,Nymfe,6,5,0,0
27909,Phi,6,3,0,2
27910,Peniel,6,4,0,2
27911,Ninnia,6,5,0,0
27912,Nimisha,6,5,0,0
27913,Paschalina,6,3,0,2
27914,Dalinda,6,3,2,0
27915,Paschalia,6,2,2,2
27916,Palina,6,2,2,2
27917,Nathasia,6,5,0,0
27918,Natanya,6,5,0,0
27919,Narelle,6,5,0,0
27920,Nannie,6,5,0,0
27921,Cristell,6,4,2,0
27922,Coura,6,3,2,0
27923,Mui,6,5,0,0
27924,Muhterem,6,5,0,0
27925,Monisha,6,5,0,0
27926,Mojdeh,6,5,0,0
27927,Miriamme,6,5,0,0
27928,Miranka,6,5,0,0
27929,Miracle,6,5,0,0
27930,Minal,6,5,0,0
27931,Olenga,6,3,0,2
27932,Michette,6,5,0,0
27933,Cindi,6,3,2,0
27934,Miarka,6,5,0,0
27935,Nürsen,6,4,0,2
27936,Mei-Lan,6,5,0,0
27937,Maynur,6,5,0,0
27938,Marzouka,6,5,0,0
27939,Cherissa,6,4,2,0
27940,Marusya,6,5,0,0
27941,Nourelhouda,6,2,2,2
27942,Marty,6,5,0,0
27943,Marijtje,6,5,0,0
27944,Mariek,6,5,0,0
27945,Nongnut,6,3,0,2
27946,Marie-Lène,6,5,0,0
27947,Chantha,6,3,2,0
27948,Channy,6,4,2,0
27949,Marguareta,6,5,0,0
27950,Margarithe,6,5,0,0
27951,Malila,6,5,0,0
27952,Catya,6,4,2,0
27953,Madelein,6,5,0,0
27954,Cathlyn,6,3,2,0
27955,Maarke,6,5,0,0
27956,Maan,6,5,0,0
27957,Carys,6,3,2,0
27958,Nertila,6,3,0,2
27959,Ludia,6,5,0,0
27960,Neide,6,2,2,2
27961,Ljubinka,6,5,0,0
27962,Lizzi,6,5,0,0
27963,Lisemarie,6,5,0,0
27964,Césarie,6,3,2,0
27965,Lineke,6,5,0,0
27966,Nazish,6,3,0,2
27967,Lindie,6,5,0,0
27968,Lievina,6,5,0,0
27969,Nazaré,6,3,0,2
27970,Lierin,6,5,0,0
27971,Liby,6,5,0,0
27972,Nato,6,3,0,2
27973,Lexa,6,5,0,0
27974,Lazarie,6,5,0,0
27975,Brankica,6,3,2,0
27976,Lanah,6,5,0,0
27977,Laja,6,5,0,0
27978,Lahja,6,5,0,0
27979,Küpra,6,5,0,0
27980,Kwok,6,5,0,0
27981,Kuldeep,6,5,0,0
27982,Kritsana,6,5,0,0
27983,Namfon,6,2,2,2
27984,Kisa,6,5,0,0
27985,Nakije,6,2,2,2
27986,Kijara,6,5,0,0
27987,Kianna,6,5,0,0
27988,Ketsarin,6,5,0,0
27989,Naeema,6,4,0,2
27990,Kebire,6,5,0,0
27991,Keany,6,5,0,0
27992,Keani,6,5,0,0
27993,Nabiya,6,2,2,2
27994,Katriena,6,5,0,0
27995,Katerien,6,5,0,0
27996,Kanyarat,6,5,0,0
27997,Kamal,6,5,0,0
27998,Kalyani,6,5,0,0
27999,Julchen,6,5,0,0
28000,Beena,6,4,2,0
28001,Mwadi,6,3,0,2
28002,Baran,6,4,2,0
28003,Joriska,6,5,0,0
28004,Bang-On,6,4,2,0
28005,Jonalien,6,5,0,0
28006,Jiayi,6,5,0,0
28007,Béthina,6,4,2,0
28008,Jersy,6,5,0,0
28009,Jenta,6,5,0,0
28010,Molka,6,3,0,2
28011,Jaspal,6,5,0,0
28012,Janjira,6,5,0,0
28013,Jacobe,6,5,0,0
28014,Irise,6,5,0,0
28015,Mir,6,3,0,2
28016,Ilijana,6,5,0,0
28017,Igne,6,5,0,0
28018,Minakshi,6,3,0,2
28019,Ietje,6,5,0,0
28020,Ibbe,6,5,0,0
28021,Assitan,6,3,2,0
28022,Huiying,6,5,0,0
28023,Milijana,6,3,0,2
28024,Hildur,6,5,0,0
28025,Henni,6,5,0,0
28026,Ashlyn,6,3,2,0
28027,Ashleigh,6,4,2,0
28028,Hedviga,6,5,0,0
28029,Havvanur,6,5,0,0
28030,Hatmane,6,5,0,0
28031,Hasima,6,5,0,0
28032,Mexhide,6,2,2,2
28033,Mevlüdiye,6,3,0,2
28034,Arnesa,6,3,2,0
28035,Halenur,6,5,0,0
28036,Hajet,6,5,0,0
28037,Mervete,6,4,0,2
28038,Haidi,6,5,2,0
28039,Mersija,6,4,0,2
28040,Habeba,6,5,0,0
28041,Gülnihal,6,5,0,0
28042,Gunes,6,5,0,0
28043,Gulser,6,5,0,0
28044,Mensura,6,3,0,2
28045,Guerda,6,5,0,0
28046,Glenny,6,5,0,0
28047,Glenn,6,5,0,0
28048,Gjyste,6,5,0,0
28049,Giverny,6,5,0,0
28050,Gitel,6,5,0,0
28051,Anthia,6,4,2,0
28052,Gerhild,6,5,0,0
28053,Mazes,6,3,0,2
28054,Geeske,6,5,0,0
28055,Geerda,6,5,0,0
28056,Gaynor,6,5,0,0
28057,Maysoun,6,4,0,2
28058,Folke,6,5,0,0
28059,Floretta,6,5,0,0
28060,Massima,6,3,0,2
28061,Firuze,6,5,0,0
28062,Firdeus,6,5,0,0
28063,Fere,6,5,0,0
28064,Femia,6,5,0,0
28065,Fanja,6,5,0,0
28066,Mariona,6,4,0,2
28067,Marim,6,2,2,2
28068,Eulodia,6,5,0,0
28069,Erleta,6,5,0,0
28070,Ericie,6,5,0,0
28071,Engeline,6,5,0,0
28072,Emmilie,6,5,0,0
28073,Emilyn,6,5,0,0
28074,Emiliene,6,5,0,0
28075,Emelienne,6,5,0,0
28076,Elzina,6,5,0,0
28077,Elseline,6,5,0,0
28078,Anab,6,3,2,0
28079,Ellymay,6,5,0,0
28080,Elfried,6,5,0,0
28081,Eleanora,6,5,0,0
28082,Eldrid,6,5,0,0
28083,Efua,6,5,0,0
28084,Efgenia,6,5,0,0
28085,Editte,6,5,0,0
28086,Marei,6,3,0,2
28087,Marchien,6,4,0,2
28088,Ecehan,6,5,0,0
28089,Dusty,6,5,0,0
28090,Djune,6,5,0,0
28091,Amali,6,3,2,0
28092,Divinia,6,5,0,0
28093,Diony,6,5,0,0
28094,Dineke,6,5,0,0
28095,Derman,6,5,0,0
28096,Delores,6,5,0,0
28097,Deliana,6,5,0,0
28098,Allyssia,6,4,2,0
28099,Dee,6,5,0,0
28100,Darry,6,5,0,0
28101,Majken,6,4,0,2
28102,Dao,6,5,0,0
28103,Danina,6,5,0,0
28104,Cyrina,6,5,0,0
28105,Charysse,6,5,0,0
28106,Macrina,6,4,0,2
28107,Chadizjat,6,5,0,0
28108,Celerina,6,5,0,0
28109,Ceca,6,5,0,0
28110,Cathrina,6,5,0,0
28111,Cathrien,6,5,0,0
28112,Cathelijn,6,5,0,0
28113,Carise,6,5,0,0
28114,Candan,6,5,0,0
28115,Aihua,6,3,2,0
28116,Burchin,6,5,0,0
28117,Lyria,6,3,0,2
28118,Brunhild,6,5,0,0
28119,Bronia,6,5,0,0
28120,Bozana,6,5,0,0
28121,Lusamba,6,2,2,2
28122,Bingül,6,5,0,0
28123,Affi,6,3,2,0
28124,Bayarmaa,6,5,0,0
28125,Lorika,6,2,2,2
28126,Bagdat,6,5,0,0
28127,Adiza,6,4,2,0
28128,Adine,6,4,2,0
28129,Ayiana,6,5,0,0
28130,Ayaan,6,5,0,0
28131,Averil,6,5,0,0
28132,Aurelija,6,5,0,0
28133,Atidzhe,6,5,0,0
28134,Asteria,6,5,0,0
28135,Arsida,6,5,0,0
28136,Aroussia,6,5,0,0
28137,Arlina,6,5,0,0
28138,Lillemor,6,2,2,2
28139,Ünzüle,6,2,3,0
28140,Aquina,6,5,0,0
28141,Zuleika,6,0,3,2
28142,Zula,6,2,3,0
28143,Zukhra,6,3,3,0
28144,Anninka,6,5,0,0
28145,Annemaria,6,5,0,0
28146,Letecia,6,3,0,2
28147,Zinb,6,3,3,0
28148,Zelma,6,0,3,2
28149,Zelinda,6,0,3,2
28150,Angelick,6,5,0,0
28151,Angelic,6,5,0,0
28152,Leja,6,3,0,2
28153,Amrit,6,5,0,0
28154,Amornrat,6,5,0,0
28155,Amarylis,6,5,0,0
28156,Amari,6,5,0,0
28157,Alynne,6,5,0,0
28158,Allessandra,6,5,0,0
28159,Alixa,6,5,0,0
28160,Laidy,6,2,2,2
28161,Xiaoxia,6,0,3,2
28162,Xhyla,6,3,3,0
28163,Ajrija,6,5,0,0
28164,Ailin,6,5,0,0
28165,Aidan,6,5,0,0
28166,Agartha,6,5,0,0
28167,Ady,6,5,0,0
28168,Waleria,6,2,3,0
28169,Kusum,6,3,0,2
28170,Kupra,6,2,2,2
28171,Adoline,6,5,0,0
28172,Zouhira,6,6,0,0
28173,Zhuo,6,6,0,0
28174,Zahna,6,6,0,0
28175,Yvi,6,6,0,0
28176,Kleopatra,6,4,0,2
28177,Ynje,6,6,0,0
28178,Yndra,6,6,0,0
28179,Yitske,6,6,0,0
28180,Yinka,6,6,0,0
28181,Kiyoko,6,4,0,2
28182,Yenne,6,6,0,0
28183,Yanouk,6,6,0,0
28184,Yakima,6,6,0,0
28185,Yaana,6,6,0,0
28186,Xynthia,6,6,0,0
28187,Kirandeep,6,3,0,2
28188,Winy,6,6,0,0
28189,Kin,6,4,0,2
28190,Winnefred,6,6,0,0
28191,Winifrieda,6,6,0,0
28192,Winifredis,6,6,0,0
28193,Wiete,6,6,0,0
28194,Wien,6,6,0,0
28195,Wibe,6,6,0,0
28196,Waldina,6,6,0,0
28197,Waldetrudis,6,6,0,0
28198,Triantafyllia,6,0,3,2
28199,Victorien,6,6,0,0
28200,Tounes,6,3,3,0
28201,Khayla,6,4,0,2
28202,Khamsa,6,2,2,2
28203,Varinka,6,6,0,0
28204,Vaja,6,6,0,0
28205,Ulriche,6,6,0,0
28206,Tyani,6,6,0,0
28207,Twinny,6,6,0,0
28208,Tuhana,6,6,0,0
28209,Tjalina,6,6,0,0
28210,Titsia,6,6,0,0
28211,Tisja,6,6,0,0
28212,Tish,6,6,0,0
28213,Tinnie,6,6,0,0
28214,Tinke,6,6,0,0
28215,Til,6,6,0,0
28216,Thanaporn,6,6,0,0
28217,Thané,6,6,0,0
28218,Teuna,6,6,0,0
28219,Tanith,6,6,0,0
28220,Symke,6,6,0,0
28221,Susmita,6,6,0,0
28222,Karolyne,6,2,2,2
28223,Sukeyna,6,6,0,0
28224,Storm,6,6,0,0
28225,Stern,6,6,0,0
28226,Sousan,6,3,3,0
28227,Somwang,6,6,0,0
28228,Soetkine,6,6,0,0
28229,Soete,6,6,0,0
28230,Kamela,6,4,0,2
28231,Sjanie,6,6,0,0
28232,Sirikit,6,6,0,0
28233,Solenge,6,2,3,0
28234,Sinitta,6,6,0,0
28235,Sigriet,6,6,0,0
28236,Sienke,6,6,0,0
28237,Sie,6,6,0,0
28238,Shilpa,6,6,0,0
28239,Sharlien,6,6,0,0
28240,Sharie,6,6,0,0
28241,Sharen,6,6,0,0
28242,Senja,6,6,0,0
28243,Sibyle,6,3,3,0
28244,Shorena,6,2,3,0
28245,Saraya,6,6,0,0
28246,Sherlyn,6,3,3,0
28247,Sherifa,6,2,3,0
28248,Shayne,6,2,3,0
28249,Saffron,6,6,0,0
28250,Shalana,6,3,3,0
28251,Ruqaya,6,6,0,0
28252,Rungnapa,6,6,0,0
28253,Rukia,6,6,0,0
28254,Sevli,6,3,3,0
28255,Rosinne,6,6,0,0
28256,Servanne,6,2,3,0
28257,Rogitta,6,6,0,0
28258,Rinne,6,6,0,0
28259,Jerneja,6,4,0,2
28260,Riëlle,6,6,0,0
28261,Renhilde,6,6,0,0
28262,Reile,6,6,0,0
28263,Rand,6,6,0,0
28264,Raizel,6,6,0,0
28265,Rainilda,6,6,0,0
28266,Ragne,6,6,0,0
28267,Rae,6,6,0,0
28268,Quinte,6,6,0,0
28269,Qiana,6,6,0,0
28270,Purnima,6,6,0,0
28271,Salime,6,2,3,0
28272,Janja,6,2,2,2
28273,Janat,6,4,0,2
28274,Pomelien,6,6,0,0
28275,Janan,6,3,0,2
28276,Saiqa,6,2,3,0
28277,Phaidra,6,6,0,0
28278,Petroesjka,6,6,0,0
28279,Sadya,6,0,3,2
28280,Petek,6,6,0,0
28281,Jacquelyn,6,3,0,2
28282,Sadio,6,2,3,0
28283,Izaskun,6,4,0,2
28284,Pabitra,6,6,0,0
28285,Sabaheta,6,2,3,0
28286,Sélyna,6,3,3,2
28287,Olivienne,6,6,0,0
28288,Islame,6,3,0,2
28289,Rufije,6,2,3,0
28290,Irmtraud,6,2,2,2
28291,Noona,6,6,0,0
28292,Iremnur,6,4,0,2
28293,Ninia,6,6,0,0
28294,Nikee,6,6,0,0
28295,Niesje,6,6,0,0
28296,Neslisah,6,6,0,0
28297,Richarde,6,2,3,0
28298,Nathanja,6,6,0,0
28299,Rehan,6,0,3,2
28300,Nanoi,6,6,0,0
28301,Ilane,6,2,2,2
28302,Ilaf,6,3,0,2
28303,Radojka,6,2,3,0
28304,Moësha,6,6,0,0
28305,Iknur,6,2,2,2
28306,Réjanne,6,2,3,0
28307,Milissa,6,6,0,0
28308,Mildrid,6,6,0,0
28309,Milaine,6,6,0,0
28310,Quérine,6,3,3,0
28311,Mickey,6,6,0,0
28312,Mex,6,6,0,0
28313,Mette-Marie,6,6,0,0
28314,Merijn,6,6,0,0
28315,Mele,6,6,0,0
28316,Houleye,6,2,2,2
28317,Mayenne,6,6,0,0
28318,Marjoleen,6,6,0,0
28319,Maritska,6,6,0,0
28320,Marioleen,6,6,0,0
28321,Marie-Roos,6,6,0,0
28322,Pamella,6,2,3,0
28323,Marenthe,6,6,0,0
28324,Marana,6,6,0,0
28325,Maliwan,6,6,0,0
28326,Maiti,6,6,0,0
28327,Maica,6,6,0,0
28328,Hekmat,6,2,2,2
28329,Maeike,6,6,0,0
28330,Heini,6,3,0,2
28331,Maecy,6,6,0,0
28332,Madgy,6,6,0,0
28333,Odalis,6,3,3,0
28334,Hazbije,6,2,2,2
28335,Hayrünnisa,6,3,0,2
28336,Hayrun,6,3,0,2
28337,Luthgardis,6,6,0,0
28338,Hawin,6,4,0,2
28339,Nu,6,2,3,0
28340,Nsona,6,2,3,0
28341,Ludwien,6,6,0,0
28342,Lucresia,6,6,0,0
28343,Nounou,6,0,3,2
28344,Lowies,6,6,0,0
28345,Nouna,6,3,3,0
28346,Lisah,6,6,0,0
28347,Linsie,6,6,0,0
28348,Lillan,6,6,0,0
28349,Nisma,6,2,3,0
28350,Halia,6,3,0,2
28351,Leto,6,6,0,0
28352,Leopolda,6,6,0,0
28353,Leonsa,6,6,0,0
28354,Lenn,6,6,0,0
28355,Nhat,6,0,3,2
28356,Lely,6,6,0,0
28357,Leine,6,6,0,0
28358,Nevil,6,3,3,0
28359,Laticha,6,6,0,0
28360,Lany,6,6,0,0
28361,Lante,6,6,0,0
28362,Nedzmija,6,0,3,2
28363,Laike,6,6,0,0
28364,Nedia,6,2,3,0
28365,Güven,6,2,2,2
28366,Güssün,6,3,0,2
28367,Kyrah,6,6,0,0
28368,Kyala,6,6,0,0
28369,Kumrija,6,6,0,0
28370,Krina,6,6,0,0
28371,Kriene,6,6,0,0
28372,Konny,6,6,0,0
28373,Kjenna,6,6,0,0
28374,Kimmie,6,6,0,0
28375,Kimani,6,6,0,0
28376,Gyulbie,6,4,0,2
28377,Kay-Leigh,6,6,0,0
28378,Guzide,6,2,2,2
28379,Nadjette,6,3,3,0
28380,Jutha,6,6,0,0
28381,Julot,6,6,0,0
28382,Myllie,6,0,3,2
28383,Jozien,6,6,0,0
28384,Jozephina,6,6,0,0
28385,Jozée,6,6,0,0
28386,Joukje,6,6,0,0
28387,Jotti,6,6,0,0
28388,Josma,6,6,0,0
28389,Josianna,6,6,0,0
28390,Jos,6,6,0,0
28391,Jory,6,6,0,0
28392,Jorie,6,6,0,0
28393,Joren,6,6,0,0
28394,Jolieke,6,6,0,0
28395,Joika,6,6,0,0
28396,Joelika,6,6,0,0
28397,Joba,6,6,0,0
28398,Misty,6,2,3,0
28399,Glody,6,3,0,2
28400,Joalien,6,6,0,0
28401,Jo-An,6,6,0,0
28402,Jirca,6,6,0,0
28403,Jinnette,6,6,0,0
28404,Jinka,6,6,0,0
28405,Jielke,6,6,0,0
28406,Jidske,6,6,0,0
28407,Jemme,6,6,0,0
28408,Milja,6,0,3,2
28409,Jelline,6,6,0,0
28410,Jelleke,6,6,0,0
28411,Jelene,6,6,0,0
28412,Jeannet,6,6,0,0
28413,Jasja,6,6,0,0
28414,Jaline,6,6,0,0
28415,Jalien,6,6,0,0
28416,Jackelien,6,6,0,0
28417,Isaiah,6,6,0,0
28418,Isah,6,6,0,0
28419,Gerdan,6,3,0,2
28420,Memoona,6,2,3,0
28421,Ingmar,6,6,0,0
28422,Melouka,6,0,3,2
28423,Inde,6,6,0,0
28424,Melena,6,3,3,0
28425,Illy,6,6,0,0
28426,Ilise,6,6,0,0
28427,Iete,6,6,0,0
28428,Ichelle,6,6,0,0
28429,Mayssem,6,0,3,2
28430,Hilse,6,6,0,0
28431,Hillona,6,6,0,0
28432,Hielke,6,6,0,0
28433,Hettie,6,6,0,0
28434,Hermenie,6,6,0,0
28435,Hendrieke,6,6,0,0
28436,Hendrickje,6,6,0,0
28437,Hemi,6,6,0,0
28438,Hayke,6,6,0,0
28439,Hauke,6,6,0,0
28440,Hariette,6,6,0,0
28441,Marra,6,3,3,0
28442,Haidy,6,6,0,0
28443,Marjelaine,6,3,3,0
28444,Gythe,6,6,0,0
28445,Marienne,6,3,3,0
28446,Gynthe,6,6,0,0
28447,Firuza,6,3,0,2
28448,Grindl,6,6,0,0
28449,Marie-Simone,6,3,3,0
28450,Finka,6,2,2,2
28451,Goeleke,6,6,0,0
28452,Ginne,6,6,0,0
28453,Giethe,6,6,0,0
28454,Geraldien,6,6,0,0
28455,Gentilla,6,6,0,0
28456,Fely,6,4,0,2
28457,Marie-Christel,6,3,3,0
28458,Gabij,6,6,0,0
28459,Frike,6,6,0,0
28460,Marie-Chantale,6,3,3,0
28461,Frigg,6,6,0,0
28462,Frauwke,6,6,0,0
28463,Fransje,6,6,0,0
28464,Fehima,6,3,0,2
28465,Fransie,6,6,0,0
28466,Fré,6,6,0,0
28467,Flynn,6,6,0,0
28468,Mariat,6,2,3,0
28469,Femmy,6,6,0,0
28470,Maria-Rosaria,6,0,3,2
28471,Fede,6,6,0,0
28472,Farilda,6,6,0,0
28473,Fardowsa,6,6,0,0
28474,Fancy,6,6,0,0
28475,Margaryta,6,2,3,0
28476,Evelijne,6,6,0,0
28477,Maresa,6,3,3,0
28478,Marcienne,6,2,3,0
28479,Marcel,6,3,3,0
28480,Eudolia,6,6,0,0
28481,Fadna,6,2,2,2
28482,Enja,6,6,0,0
28483,Manoli,6,2,3,0
28484,Emmée,6,6,0,0
28485,Fadella,6,2,2,2
28486,Ember,6,6,0,0
28487,Eluna,6,6,0,0
28488,Malha,6,0,3,2
28489,Elisya,6,6,0,0
28490,Eliena,6,6,0,0
28491,Elfje,6,6,0,0
28492,Eelke,6,6,0,0
28493,Edolie,6,6,0,0
28494,Dynthe,6,6,0,0
28495,Etoile,6,3,0,2
28496,Drieka,6,6,0,0
28497,Dorrit,6,6,0,0
28498,Essie,6,3,0,2
28499,Dimara,6,6,0,0
28500,Dil,6,6,0,0
28501,Diene,6,6,0,0
28502,Diederika,6,6,0,0
28503,Dide,6,6,0,0
28504,Dianta,6,6,0,0
28505,Denika,6,6,0,0
28506,Märta,6,2,3,0
28507,Deljana,6,6,0,0
28508,Defny,6,6,0,0
28509,Erma,6,4,0,2
28510,Danitsa,6,6,0,0
28511,Danisha,6,6,0,0
28512,Eriona,6,3,0,2
28513,Daan,6,6,0,0
28514,Cyara,6,6,0,0
28515,Coba,6,6,0,0
28516,Louisiana,6,2,3,0
28517,Cil,6,6,0,0
28518,Cielke,6,6,0,0
28519,Christeta,6,6,0,0
28520,Emerald,6,3,0,2
28521,Charro,6,6,0,0
28522,Lollita,6,3,3,0
28523,Elsebeth,6,4,0,2
28524,Chalisa,6,6,0,0
28525,Chaira,6,6,0,0
28526,Elpis,6,3,0,2
28527,Eloïsha,6,3,0,2
28528,Cathoo,6,6,0,0
28529,Carlijne,6,6,0,0
28530,Lisaline,6,0,3,2
28531,Canisia,6,6,0,0
28532,Caia,6,6,0,0
28533,Linsley,6,3,3,0
28534,Brigje,6,6,0,0
28535,Bride,6,6,0,0
28536,Bren,6,6,0,0
28537,Elisenda,6,2,2,2
28538,Blimi,6,6,0,0
28539,Lilé,6,0,3,2
28540,Birten,6,6,0,0
28541,Birgid,6,6,0,0
28542,Birgen,6,6,0,0
28543,Elfine,6,2,2,2
28544,Biola,6,6,0,0
28545,Bibian,6,6,0,0
28546,Bensu,6,6,0,0
28547,Leyda,6,2,3,0
28548,Bapke,6,6,0,0
28549,Bamse,6,6,0,0
28550,Bajramsha,6,6,0,0
28551,Aybuke,6,6,0,0
28552,Laldja,6,0,3,2
28553,Dzejlan,6,3,0,2
28554,Arlyn,6,6,0,0
28555,Arleen,6,6,0,0
28556,Drande,6,3,0,2
28557,Laetithia,6,3,3,0
28558,Araya,6,6,0,0
28559,Aram,6,6,0,0
28560,Anzelika,6,6,0,0
28561,Anousjka,6,6,0,0
28562,Annefloor,6,6,0,0
28563,Anna-Noor,6,6,0,0
28564,Lénaïg,6,0,3,2
28565,Lémonie,6,4,3,0
28566,Dobrila,6,2,2,2
28567,Analiza,6,6,0,0
28568,Amy-Jo,6,6,0,0
28569,Amorn,6,6,0,0
28570,Amilie,6,6,0,0
28571,Amenah,6,6,0,0
28572,Amber-Lynn,6,6,0,0
28573,Alde,6,6,0,0
28574,Alany,6,6,0,0
28575,Dione,6,4,0,2
28576,Khadishat,6,3,3,0
28577,Aidy,6,6,0,0
28578,Ahalam,6,6,0,0
