Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries
92,6287-855104,855104,6287-855104-watervliet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kerk watervliet""~5","https://www.googleapis.com/books/v1/volumes?q=""watervliet+kerk""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Watervliet,Section,Sint-Laureins,East Flanders Province,Flanders,Belgium,watervliet kerk,2,watervliet,true,loc,true,,,loc,watervliet kerk
93,6320-856245,856245,6320-856245-londerzeel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""londerzeel""~5","https://www.googleapis.com/books/v1/volumes?q=""londerzeel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Londerzeel,Commune,Londerzeel,Flemish Brabant Province,Flanders,Belgium,londerzeel,1,londerzeel,true,loc,true,,,loc,londerzeel
94,6338-856474,856474,6338-856474-joris,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""joris""~5","https://www.googleapis.com/books/v1/volumes?q=""joris""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,joris,1,joris,,per,true,false,,per,joris
95,6370-857860,857860,6370-857860-harlez,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""harlez""~5","https://www.googleapis.com/books/v1/volumes?q=""harlez""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,harlez,1,harlez,,per,true,false,,per,harlez
96,6442-859442,859442,6442-859442-sohu,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""sohu""~5","https://www.googleapis.com/books/v1/volumes?q=""sohu""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,sohu,1,sohu,,per,true,false,,per,sohu
97,6626-866898,866898,6626-866898-melle,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""atletiques melle""~5","https://www.googleapis.com/books/v1/volumes?q=""melle+atletiques""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Melle,Commune,Melle,East Flanders Province,Flanders,Belgium,melle atletiques,2,melle,true,loc,true,,,loc,melle atletiques
98,6631-866898,866898,,,,,,,,,,,voetbal,1,,,,,,,,voetbal
99,6742-869492,869492,6742-869492-liège,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""juifs liege a""~5","https://www.googleapis.com/books/v1/volumes?q=""juifs+%C3%A0+li%C3%A8ge""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Liège,Commune,Liège,Liège Province,Wallonia,Belgium,juifs à liège,3,liège,true,loc,true,,,loc,juifs à liège
100,6914-875401,875401,6914-875401-rogier,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""germanique rogier""~5","https://www.googleapis.com/books/v1/volumes?q=""rogier+germanique""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,rogier germanique,2,rogier,,per,true,false,,per,rogier germanique
101,6926-875706,875706,6926-875706-reding,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""monsieur reding""~5","https://www.googleapis.com/books/v1/volumes?q=""monsieur+reding""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,monsieur reding,2,reding,,per,true,false,,per,monsieur reding
102,6989-876918,876918,6989-876918-leclercq abel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""abel leclercq senzeille""~5","https://www.googleapis.com/books/v1/volumes?q=""leclercq+abel+senzeille""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,leclercq abel senzeille,3,leclercq abel,,per,true,true,,per,leclercq abel senzeille
103,6989-876918,876918,6989-876918-senzeille,,,,,Section,,,,Belgium,leclercq abel senzeille,3,senzeille,true,loc,true,,,loc,leclercq abel senzeille
104,7060-878964,878964,7060-878964-steenberghs,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""steenberghs""~5","https://www.googleapis.com/books/v1/volumes?q=""steenberghs""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,steenberghs,1,steenberghs,,per,true,false,,per,steenberghs
105,7237-884277,884277,,,,,,,,,,,exposition,1,,,,,,,,exposition
106,7504-892662,892662,7504-892662-ravestein esther,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""esther ravestein""~5","https://www.googleapis.com/books/v1/volumes?q=""ravestein+esther""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,ravestein esther,2,ravestein esther,,per,true,true,,per,ravestein esther
107,7524-893008,893008,7524-893008-templeuve,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""templeuve""~5","https://www.googleapis.com/books/v1/volumes?q=""templeuve""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Templeuve,Section,Tournai,Hainaut Province,Wallonia,Belgium,templeuve,1,templeuve,true,loc,true,,,loc,templeuve
108,7581-893859,893859,7581-893859-leopold van den neste,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""den leopold neste van""~5","https://www.googleapis.com/books/v1/volumes?q=""leopold+van+den+neste""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,leopold van den neste,4,leopold van den neste,,per,true,true,,per,leopold van den neste
109,7586-893859,893859,7586-893859-mathilde dumalin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dumalin mathilde""~5","https://www.googleapis.com/books/v1/volumes?q=""mathilde+dumalin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,mathilde dumalin,2,mathilde dumalin,,per,true,true,,per,mathilde dumalin
110,7597-893933,893933,7597-893933-keihem,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""keihem""~5","https://www.googleapis.com/books/v1/volumes?q=""keihem""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,keihem,1,keihem,,per_loc,true,false,,per_loc,keihem
111,7642-894610,894610,7642-894610-graauwmans,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""graauwmans""~5","https://www.googleapis.com/books/v1/volumes?q=""graauwmans""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,graauwmans,1,graauwmans,,per,true,false,,per,graauwmans
112,7658-894764,894764,7658-894764-jozef kockx,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""jozef kockx""~5","https://www.googleapis.com/books/v1/volumes?q=""jozef+kockx""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,jozef kockx,2,jozef kockx,,per,true,true,,per,jozef kockx
113,7777-898669,898669,7777-898669-bibliothèque royale,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bibliotheque royale""~5","https://www.googleapis.com/books/v1/volumes?q=""biblioth%C3%A8que+royale""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,POI,Brussels,Brussels Capital,Brussels Capital,Belgium,bibliothèque royale,2,bibliothèque royale,,loc,true,false,false,loc,bibliothèque royale
114,7812-899489,899489,7812-899489-adolphe strimel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""adolphe strimel""~5","https://www.googleapis.com/books/v1/volumes?q=""adolphe+strimel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,adolphe strimel,2,adolphe strimel,,per,true,true,,per,adolphe strimel
115,7961-905401,905401,7961-905401-schneeweiss,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""schneeweiss""~5","https://www.googleapis.com/books/v1/volumes?q=""schneeweiss""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,schneeweiss,1,schneeweiss,,per,true,false,,per,schneeweiss
116,7964-905942,905942,,,,,,,,,,,danseuse hawaienne,2,,,,,,,,danseuse hawaienne
117,8052-908908,908908,,,,,,,,,,,chios,1,,,,,,,,chios
118,8066-910080,910080,8066-910080-meulemaekershoef,,,,,POI,,,,Belgium,meulemaekershoef,1,meulemaekershoef,,loc,true,,,loc,meulemaekershoef
119,8103-912808,912808,,,,,,,,,,,ama,1,,,,,,,,ama
120,8136-914250,914250,8136-914250-ghilain,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ghilain""~5","https://www.googleapis.com/books/v1/volumes?q=""ghilain""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,ghilain,1,ghilain,,per,true,false,,per,ghilain
121,8160-916114,916114,,,,,,,,,,,carrefour moucehtte,2,,,,,,,,carrefour moucehtte
122,8163-916114,916114,8163-916114-fayat,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fayat""~5","https://www.googleapis.com/books/v1/volumes?q=""fayat""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,fayat,1,fayat,,per_ambig,true,false,,per_ambig,fayat
123,8234-918859,918859,8234-918859-rumst,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""moord rumst""~5","https://www.googleapis.com/books/v1/volumes?q=""rumst+moord""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Rumst,Commune,Rumst,Antwerpen,Flanders,Belgium,rumst moord,2,rumst,true,loc,true,,,loc,rumst moord
124,8346-924633,924633,,,,,,,,,,,oeuvres sociales classes moyennes,4,,,,,,,,oeuvres sociales classes moyennes
125,8628-941874,941874,8628-941874-gill,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gill""~5","https://www.googleapis.com/books/v1/volumes?q=""gill""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,gill,1,gill,,per_ambig,true,false,,per_ambig,gill
126,8734-948076,948076,8734-948076-constant le boucher,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""boucher constant le""~5","https://www.googleapis.com/books/v1/volumes?q=""constant+le+boucher""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,constant le boucher,3,constant le boucher,,per,true,true,,per,constant le boucher
127,8798-948815,948815,,,,,,,,,,,het volk,2,,,,,,,,het volk
128,8811-949149,949149,8811-949149-hever,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hever trianon""~5","https://www.googleapis.com/books/v1/volumes?q=""trianon+hever""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Hever,Section,Boortmeerbeek,Flemish Brabant Province,Flanders,Belgium,trianon hever,2,hever,true,loc,true,,,loc,trianon hever
129,8963-957230,957230,,,,,,,,,,,forain,1,,,,,,,,forain
130,9008-958536,958536,9008-958536-bartels,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bartels general mort""~5","https://www.googleapis.com/books/v1/volumes?q=""mort+bartels+general""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,mort bartels general,3,bartels,,per,true,false,,per,mort bartels general
131,9267-966877,966877,9267-966877-j. bertrand,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bertrand j""~5","https://www.googleapis.com/books/v1/volumes?q=""j.+bertrand""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,j. bertrand,2,j. bertrand,,per,true,false,true,per,j. bertrand
132,9314-967905,967905,9314-967905-kripp hermann,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hermann kripp""~5","https://www.googleapis.com/books/v1/volumes?q=""kripp+hermann""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,kripp hermann,2,kripp hermann,,per,true,true,,per,kripp hermann
133,9324-968123,968123,9324-968123-armand bivort,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""armand bivort""~5","https://www.googleapis.com/books/v1/volumes?q=""armand+bivort""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,armand bivort,2,armand bivort,,per,true,true,,per,armand bivort
134,9475-971864,971864,9475-971864-hasselt,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hasselt""~5","https://www.googleapis.com/books/v1/volumes?q=""hasselt""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Hasselt,Commune,Hasselt,Limburg Province,Flanders,Belgium,hasselt,1,hasselt,true,loc,true,,,loc,hasselt
135,9479-972147,972147,,,,,,,,,,,pans,1,,,,,,,,pans
136,9575-974284,974284,9575-974284-victor polet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""polet victor""~5","https://www.googleapis.com/books/v1/volumes?q=""victor+polet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,victor polet,2,victor polet,,per,true,true,,per,victor polet
137,9590-975075,975075,,,,,,,,,,,voetbal elite,2,,,,,,,,voetbal elite
138,9781-979513,979513,9781-979513-angelica hauff,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""angelica hauff""~5","https://www.googleapis.com/books/v1/volumes?q=""angelica+hauff""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,angelica hauff,2,angelica hauff,,per,true,true,,per,angelica hauff
139,9836-980270,980270,,,,,,,,,,,grand credit belge,3,,,,,,,,grand credit belge
140,9896-981701,981701,9896-981701-brand,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""brand halle""~5","https://www.googleapis.com/books/v1/volumes?q=""brand+halle""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,brand halle,2,brand,,per,true,false,,per,brand halle
141,9896-981701,981701,9896-981701-halle,,,,,Commune,,,,Belgium,brand halle,2,halle,true,loc,true,,,loc,brand halle
142,9897-981701,981701,9897-981701-brand,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""brand fabriek halle""~5","https://www.googleapis.com/books/v1/volumes?q=""fabriek+brand+halle""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,fabriek brand halle,3,brand,,per_loc,true,false,,per_loc,fabriek brand halle
143,9897-981701,981701,9897-981701-halle,,,,,Commune,,,,Belgium,fabriek brand halle,3,halle,true,loc,true,,,loc,fabriek brand halle
144,9947-982840,982840,9947-982840-meyer,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""huysmans meyer""~5","https://www.googleapis.com/books/v1/volumes?q=""meyer+huysmans""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,meyer huysmans,2,meyer,,per,true,false,,per,meyer huysmans
145,9947-982840,982840,9947-982840-huysmans,,,false,,,,,,,meyer huysmans,2,huysmans,,per,true,false,,per,meyer huysmans
146,10052-985566,985566,,,,,,,,,,,ijs beklemd,2,,,,,,,,ijs beklemd
147,10081-986549,986549,,,,,,,,,,,grand marché,2,,,,,,,,grand marché
148,10119-986698,986698,,,,,,,,,,,football feminin,2,,,,,,,,football feminin
149,10244-989859,989859,,,,,,,,,,,le petit esneutois,3,,,,,,,,le petit esneutois
150,10332-992735,992735,,,,,,,,,,,op zee,2,,,,,,,,op zee
151,10407-994396,994396,,,,,,,,,,,honderdjarige,1,,,,,,,,honderdjarige
152,10436-995215,995215,10436-995215-voghelaere,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""voghelaere""~5","https://www.googleapis.com/books/v1/volumes?q=""voghelaere""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,voghelaere,1,voghelaere,,per,true,false,,per,voghelaere
153,10520-995577,995577,,,,,,,,,,,abattoir,1,,,,,,,,abattoir
154,10615-998199,998199,10615-998199-jacques isaac,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""isaac jacques""~5","https://www.googleapis.com/books/v1/volumes?q=""jacques+isaac""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,jacques isaac,2,jacques isaac,,per,true,true,,per,jacques isaac
155,10713-1001085,1001085,10713-1001085-levaillant,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""levaillant""~5","https://www.googleapis.com/books/v1/volumes?q=""levaillant""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,levaillant,1,levaillant,,per,true,false,,per,levaillant
156,10854-1005884,1005884,10854-1005884-lambeaux,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lambeauxhorta""~5","https://www.googleapis.com/books/v1/volumes?q=""lambeauxhorta""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,POI,,,,Belgium,lambeauxhorta,1,lambeaux,,loc,false,,,per,lambeauxhorta
157,10854-1005884,1005884,10854-1005884-horta,,,,,POI,Brussels,Brussels Capital,Brussels Capital,Belgium,lambeauxhorta,1,horta,,loc,false,,,per,lambeauxhorta
158,10916-1008736,1008736,10916-1008736-hoeylaert,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hoeylaert""~5","https://www.googleapis.com/books/v1/volumes?q=""hoeylaert""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Hoeilaart,Commune,Hoeilaart,Flemish Brabant Province,Flanders,Belgium,hoeylaert,1,hoeylaert,true,loc,true,,,loc,hoeylaert
159,10985-1010786,1010786,,,,,,,,,,,aulit,1,,,,,,,,aulit
160,11002-1011709,1011709,11002-1011709-watervliet,,,,Watervliet,Section,Sint-Laureins,East Flanders Province,Flanders,Belgium,orgel watervliet,2,watervliet,true,loc,true,,,loc,orgel watervliet
161,11009-1012023,1012023,11009-1012023-windelinckx,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""windelinckx""~5","https://www.googleapis.com/books/v1/volumes?q=""windelinckx""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,windelinckx,1,windelinckx,,per,true,false,,per,windelinckx
162,11046-1013142,1013142,11046-1013142-charles michel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""charles michel""~5","https://www.googleapis.com/books/v1/volumes?q=""charles+michel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,charles michel,2,charles michel,,per,true,true,,per,charles michel
163,11161-1015222,1015222,11161-1015222-emile storms,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""emile storms""~5","https://www.googleapis.com/books/v1/volumes?q=""emile+storms""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,emile storms,2,emile storms,,per,true,true,,per,emile storms
164,11228-1016570,1016570,11228-1016570-ramakers,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""geleen ramakers sculpteurs""~5","https://www.googleapis.com/books/v1/volumes?q=""ramakers+sculpteurs+geleen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,ramakers sculpteurs geleen,3,ramakers,,per,true,false,,per,ramakers sculpteurs geleen
165,11228-1016570,1016570,11228-1016570-geleen,,,,,,,,,Netherlands,ramakers sculpteurs geleen,3,geleen,,loc,true,,,loc,ramakers sculpteurs geleen
166,11431-1021856,1021856,,,,,,,,,,,indiens,1,,,,,,,,indiens
167,11456-1022116,1022116,11456-1022116-lequarré,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lequarre""~5","https://www.googleapis.com/books/v1/volumes?q=""lequarr%C3%A9""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,lequarré,1,lequarré,,per,true,false,,per,lequarré
168,11458-1022135,1022135,11458-1022135-charles simon,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""charles simon""~5","https://www.googleapis.com/books/v1/volumes?q=""charles+simon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,charles simon,2,charles simon,,per,true,true,,per,charles simon
