,Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries,extract_geonames,extract_persons,wikidata_loc,json_geonames
350,350,26335-1487793,1487793,26335-1487793-charleroi,,,,,Commune,,,,Belgium,cador charleroi architecte,3.0,charleroi,True,loc,True,,,loc,cador charleroi architecte,charleroi,,"Charleroi||||http://www.wikidata.org/entity/Q81046ville du Hainaut, Belgique","{'totalResultsCount': 291, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.535511104265951, 'south': 50.35342435292287, 'north': 50.46929941134975, 'west': 4.353458317120768, 'accuracyLevel': 2}, 'asciiName': 'Charleroi', 'countryId': '2802361', 'fcl': 'P', 'score': 211.34121704101562, 'adminId2': '2796741', 'adminId3': '2800480', 'countryCode': 'BE', 'adminId4': '2800482', 'adminId1': '3337387', 'lat': '50.41136', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '52', 'adminCode1': 'WAL', 'lng': '4.44448', 'geonameId': 2800481, 'toponymName': 'Charleroi', 'adminCode4': '52011', 'population': 200132, 'adminName5': '', 'adminName4': 'Charleroi', 'adminName3': 'Arrondissement de Charleroi', 'alternateNames': [{'name': 'Tchålerwè', 'lang': 'an'}, {'name': 'شارلوروا', 'lang': 'ar'}, {'name': 'Горад Шарлеруа', 'lang': 'be'}, {'name': 'Шарлероа', 'lang': 'bg'}, {'name': 'Charleroi', 'lang': 'cs'}, {'name': 'Charleroi', 'lang': 'de'}, {'name': 'Σαρλερουά', 'lang': 'el'}, {'name': 'Charleroi', 'lang': 'en'}, {'name': 'Charleroi', 'lang': 'eo'}, {'name': 'Charleroi', 'lang': 'es'}, {'name': 'Charleroi', 'lang': 'eu'}, {'name': 'شارلروآ', 'lang': 'fa'}, {'name': 'Charleroi', 'lang': 'fi'}, {'name': 'Charleroi', 'lang': 'fr'}, {'name': 'שרלרואה', 'lang': 'he'}, {'name': 'Շառլեռուա', 'lang': 'hy'}, {'name': 'Charleroi', 'lang': 'id'}, {'name': 'Charleroi', 'lang': 'it'}, {'name': 'シャルルロワ', 'lang': 'ja'}, {'name': 'შარლერუა', 'lang': 'ka'}, {'name': '샤를루아', 'lang': 'ko'}, {'name': 'Caroloregium', 'lang': 'la'}, {'name': 'Charleroi', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Charleroi', 'lang': 'link'}, {'name': 'Šarlerua', 'lang': 'lt'}, {'name': 'Šarlruā', 'lang': 'lv'}, {'name': 'Charleroi', 'lang': 'nl'}, {'name': 'Charleroi', 'lang': 'no'}, {'name': 'Шарлеруа', 'lang': 'os'}, {'name': 'Carleroé', 'lang': 'pcd'}, {'name': 'Charleroi', 'lang': 'pl'}, {'name': 'چارلیروئی', 'lang': 'pnb'}, {'name': '6000', 'lang': 'post'}, {'name': 'Charleroi', 'lang': 'pt'}, {'name': 'Charleroi', 'lang': 'ro'}, {'name': 'Шарлеруа', 'lang': 'ru'}, {'name': 'Шарлроа', 'lang': 'sr'}, {'name': 'Charleroi', 'lang': 'sv'}, {'name': 'ชาร์เลอรัว', 'lang': 'th'}, {'name': 'Шарлеруа', 'lang': 'uk'}, {'name': 'CRL', 'lang': 'unlc'}, {'name': 'Tchålerwè', 'lang': 'wa'}, {'name': '沙勒罗瓦', 'lang': 'zh'}], 'adminName2': 'Hainaut Province', 'name': 'Charleroi', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
351,351,26353-1488263,1488263,26353-1488263-mechelen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""mechelen""~5","https://www.googleapis.com/books/v1/volumes?q=""mechelen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Netherlands,mechelen,1.0,mechelen,,loc,True,,,loc,mechelen,mechelen,,"Maasmechelen||||http://www.wikidata.org/entity/Q329633commune du Limbourg, Belgique","{'totalResultsCount': 511, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.5348557299151, 'south': 50.98976628812314, 'north': 51.06171547813455, 'west': 4.420374982975525, 'accuracyLevel': 2}, 'asciiName': 'Mechelen', 'countryId': '2802361', 'fcl': 'P', 'score': 117.64405822753906, 'adminId2': '2803136', 'adminId3': '2791536', 'countryCode': 'BE', 'adminId4': '2791538', 'adminId1': '3337388', 'lat': '51.02574', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VAN', 'adminCode3': '12', 'adminCode1': 'VLG', 'lng': '4.47762', 'geonameId': 2791537, 'toponymName': 'Mechelen', 'adminCode4': '12025', 'population': 77530, 'adminName5': '', 'adminName4': 'Mechelen', 'adminName3': 'Arrondissement of Mechelen', 'alternateNames': [{'name': 'Горад Мехелен', 'lang': 'be'}, {'name': 'Мехелен', 'lang': 'bg'}, {'name': 'Mechelen', 'lang': 'da'}, {'name': 'Mecheln', 'lang': 'de'}, {'name': 'Mechelen', 'lang': 'en'}, {'name': 'Meĥleno', 'lang': 'eo'}, {'name': 'Malinas', 'lang': 'es'}, {'name': 'Malinas', 'lang': 'eu'}, {'name': 'مشلان', 'lang': 'fa'}, {'name': 'Malines', 'lang': 'fr'}, {'name': 'מכלן', 'lang': 'he'}, {'name': 'ZGP', 'lang': 'iata'}, {'name': 'Malines', 'lang': 'it'}, {'name': 'メヘレン', 'lang': 'ja'}, {'name': '메헬렌', 'lang': 'ko'}, {'name': 'Mechlinia', 'lang': 'la'}, {'name': 'Mechelen', 'lang': 'lb'}, {'name': 'Mechele', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Mechelen', 'lang': 'link'}, {'name': 'Mechelenas', 'lang': 'lt'}, {'name': 'Mechelen', 'lang': 'nl'}, {'name': 'Mechelen', 'lang': 'no'}, {'name': 'Mechelen', 'lang': 'pl'}, {'name': '2800', 'lang': 'post'}, {'name': 'Mechelen', 'lang': 'pt'}, {'name': 'Мехелен', 'lang': 'ru'}, {'name': 'Мехелен', 'lang': 'sr'}, {'name': 'Mechelen', 'lang': 'sv'}, {'name': 'เมเคอเลิน', 'lang': 'th'}, {'name': 'Мехелен', 'lang': 'uk'}, {'name': 'ECH', 'lang': 'unlc'}, {'name': 'Mecheln', 'lang': 'vls'}, {'name': '梅赫伦', 'lang': 'zh'}, {'name': '梅赫伦', 'lang': 'zh-CN'}], 'adminName2': 'Antwerp Province', 'name': 'Mechelen', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
352,352,26444-1492661,1492661,26444-1492661-sundberg,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo sundberg""~5","https://www.googleapis.com/books/v1/volumes?q=""sundberg+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,sundberg congo,2.0,sundberg,,per,True,False,,per,sundberg congo,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
353,353,26444-1492661,1492661,26444-1492661-congo,,,,,,,,,Democratic Republic of the Congo,sundberg congo,2.0,congo,,loc,True,,,loc,sundberg congo,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
354,354,26629-1498206,1498206,26629-1498206-soumoy,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""soumoy""~5","https://www.googleapis.com/books/v1/volumes?q=""soumoy""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,soumoy,1.0,soumoy,,per,True,False,,per,soumoy,soumoy,,"Soumoy||||http://www.wikidata.org/entity/Q2359489section de Cerfontaine, Belgique","{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.4518449313348984, 'south': 50.181205351248245, 'north': 50.199192648751755, 'west': 4.423745068665102, 'accuracyLevel': 1}, 'asciiName': 'Soumoy', 'countryId': '2802361', 'fcl': 'P', 'score': 31.803611755371094, 'adminId2': '2790469', 'adminId3': '2789014', 'countryCode': 'BE', 'adminId4': '2800592', 'adminId1': '3337387', 'lat': '50.1902', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WNA', 'adminCode3': '93', 'adminCode1': 'WAL', 'lng': '4.4378', 'geonameId': 2786341, 'toponymName': 'Soumoy', 'adminCode4': '93010', 'population': 0, 'adminName5': '', 'adminName4': 'Cerfontaine', 'adminName3': 'Arrondissement de Philippeville', 'alternateNames': [{'name': '5630', 'lang': 'post'}], 'adminName2': 'Namur Province', 'name': 'Soumoy', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
355,355,26699-1501354,1501354,26699-1501354-oost-eeklo,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oost-eeclo oost-eecloo oost-eeklo oosteeclo oosteecloo oosteeklo""~5","https://www.googleapis.com/books/v1/volumes?q=""oosteeklo+oost-eeklo+oosteeclo+oost-eeclo+oosteecloo+oost-eecloo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeklo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo,,None,"{'totalResultsCount': 168, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.4755788229354403, 'south': 51.18829358994077, 'north': 51.22645041005923, 'west': 3.4146491770645593, 'accuracyLevel': 2}, 'asciiName': 'Maldegem', 'countryId': '2802361', 'fcl': 'P', 'score': 46.268959045410156, 'adminId2': '2789733', 'adminId3': '2798986', 'countryCode': 'BE', 'adminId4': '2791858', 'adminId1': '3337388', 'lat': '51.20737', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '43', 'adminCode1': 'VLG', 'lng': '3.44511', 'geonameId': 2791857, 'toponymName': 'Maldegem', 'adminCode4': '43010', 'population': 22092, 'adminName5': '', 'adminName4': 'Maldegem', 'adminName3': 'Arrondissement Eeklo', 'alternateNames': [{'name': 'Малдегем', 'lang': 'bg'}, {'name': 'ملدوژم', 'lang': 'fa'}, {'name': 'http://en.wikipedia.org/wiki/Maldegem', 'lang': 'link'}, {'name': '9990', 'lang': 'post'}, {'name': 'Мальдегем', 'lang': 'ru'}, {'name': 'MLG', 'lang': 'unlc'}, {'name': 'Moaldegem', 'lang': 'vls'}, {'name': '马尔德海姆', 'lang': 'zh'}], 'adminName2': 'East Flanders Province', 'name': 'Maldegem', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
355,355,26699-1501354,1501354,26699-1501354-oost-eeklo,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oost-eeclo oost-eecloo oost-eeklo oosteeclo oosteecloo oosteeklo""~5","https://www.googleapis.com/books/v1/volumes?q=""oosteeklo+oost-eeklo+oosteeclo+oost-eeclo+oosteecloo+oost-eecloo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeklo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oosteeklo,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.7036296343748933, 'south': 51.18402335124857, 'north': 51.202010648751425, 'west': 3.6749223656251067, 'accuracyLevel': 1}, 'asciiName': 'Oosteeklo', 'countryId': '2802361', 'fcl': 'P', 'score': 39.01072692871094, 'adminId2': '2789733', 'adminId3': '2798986', 'countryCode': 'BE', 'adminId4': '2803027', 'adminId1': '3337388', 'lat': '51.19302', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '43', 'adminCode1': 'VLG', 'lng': '3.68928', 'geonameId': 2789792, 'toponymName': 'Oosteeklo', 'adminCode4': '43002', 'population': 0, 'adminName5': '', 'adminName4': 'Assenede', 'adminName3': 'Arrondissement Eeklo', 'alternateNames': [{'name': '9968', 'lang': 'post'}, {'name': 'OKO', 'lang': 'unlc'}], 'adminName2': 'East Flanders Province', 'name': 'Oosteeklo', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
356,356,26699-1501354,1501354,26699-1501354-oost-eeklo,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oost-eeclo oost-eecloo oost-eeklo oosteeclo oosteecloo oosteeklo""~5","https://www.googleapis.com/books/v1/volumes?q=""oosteeklo+oost-eeklo+oosteeclo+oost-eeclo+oosteecloo+oost-eecloo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeklo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo,,None,"{'totalResultsCount': 168, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.4755788229354403, 'south': 51.18829358994077, 'north': 51.22645041005923, 'west': 3.4146491770645593, 'accuracyLevel': 2}, 'asciiName': 'Maldegem', 'countryId': '2802361', 'fcl': 'P', 'score': 46.268959045410156, 'adminId2': '2789733', 'adminId3': '2798986', 'countryCode': 'BE', 'adminId4': '2791858', 'adminId1': '3337388', 'lat': '51.20737', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '43', 'adminCode1': 'VLG', 'lng': '3.44511', 'geonameId': 2791857, 'toponymName': 'Maldegem', 'adminCode4': '43010', 'population': 22092, 'adminName5': '', 'adminName4': 'Maldegem', 'adminName3': 'Arrondissement Eeklo', 'alternateNames': [{'name': 'Малдегем', 'lang': 'bg'}, {'name': 'ملدوژم', 'lang': 'fa'}, {'name': 'http://en.wikipedia.org/wiki/Maldegem', 'lang': 'link'}, {'name': '9990', 'lang': 'post'}, {'name': 'Мальдегем', 'lang': 'ru'}, {'name': 'MLG', 'lang': 'unlc'}, {'name': 'Moaldegem', 'lang': 'vls'}, {'name': '马尔德海姆', 'lang': 'zh'}], 'adminName2': 'East Flanders Province', 'name': 'Maldegem', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
356,356,26699-1501354,1501354,26699-1501354-oost-eeklo,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oost-eeclo oost-eecloo oost-eeklo oosteeclo oosteecloo oosteeklo""~5","https://www.googleapis.com/books/v1/volumes?q=""oosteeklo+oost-eeklo+oosteeclo+oost-eeclo+oosteecloo+oost-eecloo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeklo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oosteeklo,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.7036296343748933, 'south': 51.18402335124857, 'north': 51.202010648751425, 'west': 3.6749223656251067, 'accuracyLevel': 1}, 'asciiName': 'Oosteeklo', 'countryId': '2802361', 'fcl': 'P', 'score': 39.01072692871094, 'adminId2': '2789733', 'adminId3': '2798986', 'countryCode': 'BE', 'adminId4': '2803027', 'adminId1': '3337388', 'lat': '51.19302', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '43', 'adminCode1': 'VLG', 'lng': '3.68928', 'geonameId': 2789792, 'toponymName': 'Oosteeklo', 'adminCode4': '43002', 'population': 0, 'adminName5': '', 'adminName4': 'Assenede', 'adminName3': 'Arrondissement Eeklo', 'alternateNames': [{'name': '9968', 'lang': 'post'}, {'name': 'OKO', 'lang': 'unlc'}], 'adminName2': 'East Flanders Province', 'name': 'Oosteeklo', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
357,357,26699-1501354,1501354,26699-1501354-oost-eeclo,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeclo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo,,None,"{'totalResultsCount': 168, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.4755788229354403, 'south': 51.18829358994077, 'north': 51.22645041005923, 'west': 3.4146491770645593, 'accuracyLevel': 2}, 'asciiName': 'Maldegem', 'countryId': '2802361', 'fcl': 'P', 'score': 46.268959045410156, 'adminId2': '2789733', 'adminId3': '2798986', 'countryCode': 'BE', 'adminId4': '2791858', 'adminId1': '3337388', 'lat': '51.20737', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '43', 'adminCode1': 'VLG', 'lng': '3.44511', 'geonameId': 2791857, 'toponymName': 'Maldegem', 'adminCode4': '43010', 'population': 22092, 'adminName5': '', 'adminName4': 'Maldegem', 'adminName3': 'Arrondissement Eeklo', 'alternateNames': [{'name': 'Малдегем', 'lang': 'bg'}, {'name': 'ملدوژم', 'lang': 'fa'}, {'name': 'http://en.wikipedia.org/wiki/Maldegem', 'lang': 'link'}, {'name': '9990', 'lang': 'post'}, {'name': 'Мальдегем', 'lang': 'ru'}, {'name': 'MLG', 'lang': 'unlc'}, {'name': 'Moaldegem', 'lang': 'vls'}, {'name': '马尔德海姆', 'lang': 'zh'}], 'adminName2': 'East Flanders Province', 'name': 'Maldegem', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
357,357,26699-1501354,1501354,26699-1501354-oost-eeclo,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeclo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oosteeklo,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.7036296343748933, 'south': 51.18402335124857, 'north': 51.202010648751425, 'west': 3.6749223656251067, 'accuracyLevel': 1}, 'asciiName': 'Oosteeklo', 'countryId': '2802361', 'fcl': 'P', 'score': 39.01072692871094, 'adminId2': '2789733', 'adminId3': '2798986', 'countryCode': 'BE', 'adminId4': '2803027', 'adminId1': '3337388', 'lat': '51.19302', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '43', 'adminCode1': 'VLG', 'lng': '3.68928', 'geonameId': 2789792, 'toponymName': 'Oosteeklo', 'adminCode4': '43002', 'population': 0, 'adminName5': '', 'adminName4': 'Assenede', 'adminName3': 'Arrondissement Eeklo', 'alternateNames': [{'name': '9968', 'lang': 'post'}, {'name': 'OKO', 'lang': 'unlc'}], 'adminName2': 'East Flanders Province', 'name': 'Oosteeklo', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
358,358,26699-1501354,1501354,26699-1501354-oost-eeclo,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeclo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo,,None,"{'totalResultsCount': 168, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.4755788229354403, 'south': 51.18829358994077, 'north': 51.22645041005923, 'west': 3.4146491770645593, 'accuracyLevel': 2}, 'asciiName': 'Maldegem', 'countryId': '2802361', 'fcl': 'P', 'score': 46.268959045410156, 'adminId2': '2789733', 'adminId3': '2798986', 'countryCode': 'BE', 'adminId4': '2791858', 'adminId1': '3337388', 'lat': '51.20737', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '43', 'adminCode1': 'VLG', 'lng': '3.44511', 'geonameId': 2791857, 'toponymName': 'Maldegem', 'adminCode4': '43010', 'population': 22092, 'adminName5': '', 'adminName4': 'Maldegem', 'adminName3': 'Arrondissement Eeklo', 'alternateNames': [{'name': 'Малдегем', 'lang': 'bg'}, {'name': 'ملدوژم', 'lang': 'fa'}, {'name': 'http://en.wikipedia.org/wiki/Maldegem', 'lang': 'link'}, {'name': '9990', 'lang': 'post'}, {'name': 'Мальдегем', 'lang': 'ru'}, {'name': 'MLG', 'lang': 'unlc'}, {'name': 'Moaldegem', 'lang': 'vls'}, {'name': '马尔德海姆', 'lang': 'zh'}], 'adminName2': 'East Flanders Province', 'name': 'Maldegem', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
358,358,26699-1501354,1501354,26699-1501354-oost-eeclo,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeclo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oosteeklo,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.7036296343748933, 'south': 51.18402335124857, 'north': 51.202010648751425, 'west': 3.6749223656251067, 'accuracyLevel': 1}, 'asciiName': 'Oosteeklo', 'countryId': '2802361', 'fcl': 'P', 'score': 39.01072692871094, 'adminId2': '2789733', 'adminId3': '2798986', 'countryCode': 'BE', 'adminId4': '2803027', 'adminId1': '3337388', 'lat': '51.19302', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '43', 'adminCode1': 'VLG', 'lng': '3.68928', 'geonameId': 2789792, 'toponymName': 'Oosteeklo', 'adminCode4': '43002', 'population': 0, 'adminName5': '', 'adminName4': 'Assenede', 'adminName3': 'Arrondissement Eeklo', 'alternateNames': [{'name': '9968', 'lang': 'post'}, {'name': 'OKO', 'lang': 'unlc'}], 'adminName2': 'East Flanders Province', 'name': 'Oosteeklo', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
359,359,26699-1501354,1501354,26699-1501354-oost-eecloo,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eecloo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo,,None,"{'totalResultsCount': 168, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.4755788229354403, 'south': 51.18829358994077, 'north': 51.22645041005923, 'west': 3.4146491770645593, 'accuracyLevel': 2}, 'asciiName': 'Maldegem', 'countryId': '2802361', 'fcl': 'P', 'score': 46.268959045410156, 'adminId2': '2789733', 'adminId3': '2798986', 'countryCode': 'BE', 'adminId4': '2791858', 'adminId1': '3337388', 'lat': '51.20737', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '43', 'adminCode1': 'VLG', 'lng': '3.44511', 'geonameId': 2791857, 'toponymName': 'Maldegem', 'adminCode4': '43010', 'population': 22092, 'adminName5': '', 'adminName4': 'Maldegem', 'adminName3': 'Arrondissement Eeklo', 'alternateNames': [{'name': 'Малдегем', 'lang': 'bg'}, {'name': 'ملدوژم', 'lang': 'fa'}, {'name': 'http://en.wikipedia.org/wiki/Maldegem', 'lang': 'link'}, {'name': '9990', 'lang': 'post'}, {'name': 'Мальдегем', 'lang': 'ru'}, {'name': 'MLG', 'lang': 'unlc'}, {'name': 'Moaldegem', 'lang': 'vls'}, {'name': '马尔德海姆', 'lang': 'zh'}], 'adminName2': 'East Flanders Province', 'name': 'Maldegem', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
