Nom De La Commune,Qid,wiki_unified,page_id,page_length,extract,localisation administrative,name_wikidata,geonameId,adminName4,adminName2,toponymName,Code Postal Ancien,Code Postal Actuel,Code Ins
Arbre,Arbre,https://fr.wikipedia.org/wiki/Arbre (Belgique),954393,4607,"Arbre (anciennement en français Arbre-lez-Fosse et en wallon Åbe-dilé-Fosse) est un village belge en bordure du Burnot, dans l’Entre-Sambre-et-Meuse. Il fait partie de la commune de Profondeville, dans la province de Namur (Région wallonne). C'était une commune à part entière avant la fusion des communes de 1977. Village vert, il était un centre métallurgique par le passé et aujourd'hui accueille des restaurants gastronomiques.",Profondeville,Arbre,2803111,Profondeville,Namur,Arbre,5170,5170,92004
Arbrefontaine,Arbrefontaine,https://fr.wikipedia.org/wiki/Arbrefontaine,1812428,2679,"Arbrefontaine (en wallon Åfontinne) est une section de la commune belge de Lierneux située dans la province de Liège en Région wallonne.
C'était une commune à part entière avant la fusion des communes de 1977. Elle faisait partie de l'arrondissement de Bastogne situé en Province de Luxembourg.",Lierneux,Arbrefontaine,2803107,Lierneux,Liège,Arbrefontaine,6688,4990,82002
Arc-Ainières,Arc-Ainières,https://fr.wikipedia.org/wiki/Arc-Ainières,1610355,1781,"Arc-Ainières est une section de la commune belge de Frasnes-lez-Anvaing, située en Région wallonne dans la province de Hainaut. La section tient son origine de la fusion entre les villages d'Arc et de Ainières au début du XIXe siècle. La commune fusionna ensuite en 1971 avec Wattripont pour former la commune de Arc-Wattripont. Lors de la fusion des communes de 1977, Arc-Wattripont fut rattachée à la commune de Frasnes-Lez-Anvaing.",Frasnes-lez-Anvaing,Arc-Ainières,2803103,Frasnes-lez-Anvaing,Hainaut,Arc-Ainières,7583,7910,51003
Archennes,Archennes,https://fr.wikipedia.org/wiki/Archennes,1776975,3008,"Archennes (en néerlandais Eerken, en wallon Ertchene) est une section de la commune belge de Grez-Doiceau située en Région wallonne dans la province du Brabant wallon.
C'était une commune à part entière avant la fusion des communes de 1977. Archennes se situe au confluent de la Dyle et du Train.",Grez-Doiceau,Archennes,2803098,Grez-Doiceau,Brabant Wallon,Archennes,5981,1390,25001
Arc-Wattripont,Arc-Wattripont,https://fr.wikipedia.org/wiki/Arc-Wattripont,1610357,1165,"Arc-Wattripont est le nom d'une ancienne commune de Belgique située en Région wallonne dans la province de Hainaut. Cette commune est née en 1971 de la fusion des communes d'Arc-Ainières et de Wattripont. La commune fut à son tour fusionnée à la commune de Frasnes-lez-Anvaing lors de la fusion des communes en 1977.
 Portail du Hainaut",,Wattripont,2783955,,,,7583,7910,51064
Ardooie,Ardooie,https://fr.wikipedia.org/wiki/Ardooie,581585,8069,"Ardooie (en français : Ardoye) est un gros bourg et commune sis à 4km au nord-est de la ville de Roulers en province de Flandre-Occidentale (Région flamande de Belgique). Il s'y trouve quelques grandes usines de légumes surgelés.

",Flandre-Occidentale,Ardooie,2803091,Ardooie,Flandre-Occidentale,Ardooie,8850,8850,36001
ARDOOIE,Ardooie,https://fr.wikipedia.org/wiki/Ardooie,581585,8069,"Ardooie (en français : Ardoye) est un gros bourg et commune sis à 4km au nord-est de la ville de Roulers en province de Flandre-Occidentale (Région flamande de Belgique). Il s'y trouve quelques grandes usines de légumes surgelés.

",Flandre-Occidentale,Ardooie,2803091,Ardooie,Flandre-Occidentale,Ardooie,8850,8850,37020
ARENDONK,Arendonk,https://fr.wikipedia.org/wiki/Arendonk,581604,5604,"Arendonk est une commune néerlandophone de Belgique située en Région flamande, dans la province d'Anvers.",Anvers,Arendonk,2803083,Arendonk,Anvers,Arendonk,2370,2370,13001
Argenteau,Argenteau,https://fr.wikipedia.org/wiki/Argenteau,1067790,1949,"Argenteau (en wallon Årdjetea) est une section de la commune belge de Visé située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977.
Argenteau est situé à l'extrémité ouest du plateau de Herve, entre la vallée de la Meuse et le vallon boisé de la Julienne.
Site récréatif des étangs de la Julienne",Visé,Argenteau,2795970,Oupeye,Liège,Hermalle-sous-Argenteau,4531,4601,62005
ARLON,Arlon,https://fr.wikipedia.org/wiki/Arlon,36676,36890,"Arlon (Arel en luxembourgeois et en allemand, Aarlen en néerlandais, Årlon en wallon) est une ville francophone de Belgique située en Région wallonne. Elle est le chef-lieu de ses arrondissements administratif et judiciaire, ainsi que de la province de Luxembourg. Elle en est d'ailleurs la ville la plus peuplée.
Elle a donné son nom au Pays d'Arlon (Arelerland), région où la langue vernaculaire traditionnelle est le luxembourgeois.
La ville est un important centre commercial et administratif de la région. Le secteur tertiaire, notamment l'enseignement, y développe ses activités (faculté universitaire et enseignement secondaire).
Arlon est, entre autres, connue pour être l'une des plus anciennes villes du pays (avec Tongres et Tournai).",Luxembourg,Arlon,2803073,Arlon,Luxembourg,Arlon,6700,6700,81001
Arquennes,Arquennes,https://fr.wikipedia.org/wiki/Arquennes,635171,4997,"Arquennes est une section de la commune belge de Seneffe, située en Région wallonne dans la province de Hainaut.

",Seneffe,Arquennes,2803061,Seneffe,Hainaut,Arquennes,6521,7181,52003
Arsimont,Arsimont,https://fr.wikipedia.org/wiki/Arsimont,325710,1662,"Arsimont (en wallon Årsumont) est une section de la commune belge de Sambreville située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.
Arsimont se situe à une altitude de 191 mètres au-dessus du niveau de la mer (au seuil de l'église).
Le 21 août 1914 le 1er RGR de l'armée impériale allemande y passa par les armes 13 civils et y détruisit 126 maisons au cours des atrocités allemandes commises au début de l'invasion.
Bibliographie
Verhulst Louis, Glossaire d'Arsimont, Contribution au parler wallon en Basse-Sambre, édité par Julie Servotte, Franière, 2010.
 Portail de la province de Namur",Sambreville,Arsimont,2803059,Sambreville,Namur,Arsimont,5680,5060,92005
Arville,Arville,https://fr.wikipedia.org/wiki/Arville (Saint-Hubert),1254933,1826,"Arville (en wallon Årveye) est une section de la ville belge de Saint-Hubert située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.
Commune du département de Sambre-et-Meuse sous le régime français, elle fusionna avec Chermont et Lorcy en 1823. Arville fut transférée à la province de Luxembourg après 1839.",Saint-Hubert,Arville,2803055,Saint-Hubert,Luxembourg,Arville,6904,6870,84003
AS,As,https://fr.wikipedia.org/wiki/As (Belgique),201501,5324,"As est une commune néerlandophone de Belgique située en Région flamande dans la province de Limbourg. En 1901, André Dumont y trouva le premier charbon campinois.
Au 1er juillet 2004, la population totale de cette commune est de 7 406 habitants (3 701 hommes et 3 705 femmes).
La superficie totale est de 22,07 km2.
Code postal : 3665",arrondissement administratif de Hasselt,as,2803033,Asse,Brabant-Flamand,Asse,3668,3665,71002
Aspelare,Aspelare,https://fr.wikipedia.org/wiki/Aspelare,1689284,1255,"Depuis 1977, Aspelare est une section de la ville belge de Ninove dans le Denderstreek située en Région flamande dans la province de Flandre-Orientale.
Anciennement ASPELAERE .
Le village est localisé entre l’Escaut et la Dendre.",Ninove,Aspelare,2803042,Ninove,Flandre-Orientale,Aspelare,9404,9404,41004
Asper,Asper,https://fr.wikipedia.org/wiki/Asper (Belgique),3183282,978,"Asper est une section de la commune belge de Gavere située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",Gavere,Asper,2803040,Gavere,Flandre-Orientale,Asper,9751,9890,44003
Asquillies,Asquillies,https://fr.wikipedia.org/wiki/Asquillies,905242,1677,"Asquillies est une section de la commune belge de Quévy située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.
Une villa gallo-romaine existait à la droite de la route de Mons à Maubeuge, à l'emplacement du « Cheval blanc ».
En 1856, des tombes franques ont été découvertes. Alain Audin et Charles Cambier ont écrit pour cette raison : « Asquillies doit avoir ses séductions. Elles les gardera. »",,Asquillies,2803036,Quévy,Hainaut,Asquillies,7280,7040,53003
ASSE,Asse,https://fr.wikipedia.org/wiki/Asse (Belgique),206106,6351,"Asse est une commune néerlandophone de Belgique située en Région flamande dans la province du Brabant flamand.
Elle comptait 28 739 habitants au 1er janvier 2004 selon l'INS pour une superficie de 49,64 km². Elle est limitrophe des communes flamandes d'Affligem, Dilbeek, Merchtem, Opwijk, Ternat et Wemmel et de la commune bruxelloise de Berchem-Sainte-Agathe. Elle englobe les entités de Bekkerzeel, Kobbegem, Mollem, Relegem et Zellik depuis la fusion des communes de 1977.
Une marque japonaise de chocolat a été nommée « Asse » d'après le nom de cette commune.",Brabant flamand,Asse,2803033,Asse,Brabant-Flamand,Asse,1700,1730,23002
Assebroek,Assebroek,https://fr.wikipedia.org/wiki/Assebroek,352898,8830,Assebroek est une section de la ville belge de Bruges située en Région flamande dans la province de Flandre-Occidentale.,Bruges,Assebroek,2803030,Bruges,Flandre-Occidentale,Assebroek,8320,8310,31002
ASSENEDE,Assenede,https://fr.wikipedia.org/wiki/Assenede,581610,8415,Assenede est une commune néerlandophone de Belgique située en Région flamande dans la province de Flandre-Orientale.,Flandre-Orientale,Assenede,2803026,Assenede,Flandre-Orientale,Assenede,9960,9960,43002
Assenois,Assenois,https://fr.wikipedia.org/wiki/Assenois (Léglise),1929248,1295,"Assenois (en wallon Asnoe) est une section de la commune belge de Léglise située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.
Assenois fusionna avec Bernimont, Cousteumont, Le Sart et Les Fossés en 1828.",Léglise,Assenois,2803024,Léglise,Luxembourg,Assenois,6738,6860,84004
Assent,Assent,https://fr.wikipedia.org/wiki/Assent,3199939,973,"Assent est une section de la commune belge de Bekkevoort située en Région flamande dans la province du Brabant flamand.
 Portail du Brabant flamand",Bekkevoort,Assent,2803020,Bekkevoort,Brabant-Flamand,Assent,3260,3460,24002
ASSESSE,Assesse,https://fr.wikipedia.org/wiki/Assesse,112112,6438,"Assesse est une commune francophone de Belgique située en Région wallonne dans la province de Namur, ainsi qu’une localité où siège son administration.",Namur,Assesse,2803018,Assesse,Namur,Assesse,5330,5330,92006
Astene,Astene,https://fr.wikipedia.org/wiki/Astene,3180961,1000,"Astene est une section de la ville belge de Deinze située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",Deinze,Astene,2803014,Deinze,Flandre-Orientale,Astene,9800,9800,44004
ATH,Ath,https://fr.wikipedia.org/wiki/Ath,38656,153933,"Ath (en néerlandais Aat, en picard Ât, en wallon Ate) est une ville francophone de Belgique située en Région wallonne, chef-lieu d'arrondissement en province de Hainaut. Elle est le siège d'une Justice de paix.
En 2014, la population d'Ath était de 28 523 habitants. Avec Lille et les villes de l'ancien bassin minier du Nord-Pas-de-Calais, elle participe aussi à un ensemble métropolitain de près de 3,8 millions d'habitants, appelé « aire métropolitaine de Lille ».
Ath se situe à 60 km à l'ouest de la capitale Bruxelles, à 65 km à l'est de Lille, à 27 km à l'est de Tournai et à 23 km au nord de Mons. La proximité de l'autoroute A8 et des routes nationales et la présence d'une gare ferroviaire au trafic élevé en font un nœud de circulation d'importance régionale.
Au confluent des deux Dendres, Ath, dont le passé est riche et le folklore exceptionnel, est la capitale du pays vert. Elle est la cité des géants. La ducasse (eul ducasse), qui a lieu le quatrième dimanche d'août, est reconnue depuis 2005 comme chef-d'œuvre du patrimoine oral et immatériel de l'humanité par l'UNESCO.",Hainaut,Ath,2803010,Ath,Hainaut,Ath,7800,7800,51004
Athis,Athis,https://fr.wikipedia.org/wiki/Athis (Belgique),558881,67663,"Athis est une section de la commune belge de Honnelles située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Honnelles,Athis,2803007,Honnelles,Hainaut,Athis,7383,7387,53004
Athus,Athus,https://fr.wikipedia.org/wiki/Athus,965441,95403,"Athus (prononcé [aty], luxembourgeois : Attem, allemand : Athem, wallon : Atu) est une localité et une section de la commune belge d'Aubange. Elle est située en Région wallonne, dans la province de Luxembourg. On y parle le français et la langue vernaculaire traditionnelle est le luxembourgeois (qui est cependant de moins en moins utilisée).
Athus possède la particularité d'être située le long de deux frontières belges : celle avec le Grand-Duché de Luxembourg et celle avec la France. Le tripoint transfrontalier se situe au sud-est de la cité, jouxtant Rodange (canton d'Esch-sur-Alzette, Grand-Duché de Luxembourg) et Mont-Saint-Martin (département de Meurthe-et-Moselle, France).
Ce fut une commune à part entière entre 1878 (lorsqu'elle se sépare d'Aubange) et la fusion des communes de 1977 (date à laquelle elle y fut à nouveau rattachée).
Athus connu son essor grâce à l'activité métallurgique et sidérurgique, principalement à partir du XVIIIe siècle, et fut autrefois renommée pour son usine sidérurgique qui ferma ses portes en 1977, dans la foulée du déclin de la sidérurgie dans toute la région.
La localité compte 7 367 habitants au 31 décembre 2013 et est, à ce titre, la plus peuplée des entités de la commune d'Aubange (dont elle représente presque la moitié du poids démographique). Elle constitue un continuum bâti avec Aubange, Longeau et Guerlange, portant ce nombre à plus ou moins 13 000. De plus, Athus est intégrée au cœur d'une agglomération urbaine transfrontalière de 127 622 habitants autour de l'avenue de l'Europe : l'agglomération transfrontalière du pôle européen de développement, dont elle est l'une des principales localités avec Longwy, Differdange et Pétange. Cette agglomération tient son nom de l'espace économique et industriel transfrontalier : le Pôle Européen de Développement, bordant tout le sud de la cité.",Aubange,Athus,2803005,Aubange,Luxembourg,Athus,6790,6791,81002
Attenhoven,Attenhoven,https://fr.wikipedia.org/wiki/Attenhoven,3200984,955,"Attenhoven (Ottoncourt en français) est une section de la ville belge de Landen située en Région flamande dans la province du Brabant flamand.
 Portail du Brabant flamand",Landen,Attenhoven,2803001,Landen,Brabant-Flamand,Attenhoven,3404,3404,24003
Attenrode,Attenrode-Wever,https://fr.wikipedia.org/wiki/Attenrode-Wever,3200497,926,"Attenrode-Wever est une section de la commune belge de Glabbeek située en Région flamande dans la province du Brabant flamand.
 Portail du Brabant flamand",Glabbeek,Attenrode-Wever,2802998,Glabbeek,Brabant-Flamand,Attenrode,3384,3384,24004
