Column,unique_id_query,unique_id_match,wikipedia_link_fr,wikipedia_link_nl,google_book_query,nom_complet,ngram_match,wikidata_loc,recon_wikidata_loc,recon_wikidata_person,types,test_viaf,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,comments_anne,comments_ettore,types_Ettore,queries,extract_geonames,extract_persons
63,4249-784034,4249-784034-azem,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""azem""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""azem""~5","https://www.googleapis.com/books/v1/volumes?q=""azem""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,azem,Q23828202,,per_loc,azem,,,,,,,azem,1,azem,per_loc,True,False,,"ambigu, mais vu les autres requêtes, on dirait des noms de personnes",,per_loc,azem,,
64,4257-784214,,,,,,,,,,,,,,,,,,pillage,1,,,,,,,,,pillage,,
65,4342-787499,4342-787499-ronveaux léon,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""leon ronveaux""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""leon ronveaux""~5","https://www.googleapis.com/books/v1/volumes?q=""ronveaux+l%C3%A9on""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,ronveaux léon,,,per,ronveaux léon,,,,,,,ronveaux léon,2,ronveaux léon,per,True,True,,,,per,ronveaux léon,,leon ronveaux
66,4426-791068,4426-791068-nauwelaers,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""duffel nauwelaers""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""duffel nauwelaers""~5","https://www.googleapis.com/books/v1/volumes?q=""nauwelaers+duffel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,nauwelaers,,,per,nauwelaers,,,,,,,nauwelaers duffel,2,nauwelaers,per,True,False,,,,per,nauwelaers duffel,duffel,
67,4426-791068,4426-791068-duffel,,,,,,,,,,,,,,,,,nauwelaers duffel,2,duffel,loc,True,,,,,loc,nauwelaers duffel,duffel,
68,4456-792058,4456-792058-kurth,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kurth""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kurth""~5","https://www.googleapis.com/books/v1/volumes?q=""kurth""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,kurth,,,per,kurth,,,,,,,kurth,1,kurth,per,True,False,,,,per,kurth,,
69,4473-793089,,,,,,,,,,,,,,,,,,autant en emporte le vent,5,,,,,,,,,autant en emporte le vent,,
70,4527-795470,4527-795470-quaregnon,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""quaregnon""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""quaregnon""~5","https://www.googleapis.com/books/v1/volumes?q=""quaregnon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,quaregnon,Q538735,,loc,quaregnon,Quaregnon,Commune,Quaregnon,Hainaut Province,Wallonia,Belgium,quaregnon,1,quaregnon,loc,True,,,,,loc,quaregnon,quaregnon,
71,4612-799374,4612-799374-tielemans,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""laarne tielemans""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""laarne tielemans""~5","https://www.googleapis.com/books/v1/volumes?q=""tielemans+laarne""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,tielemans,,,per,tielemans,,,,,,,tielemans laarne,2,tielemans,per,True,False,,,,per,tielemans laarne,laarne,
72,4612-799374,4612-799374-laarne,,,,,,,,,,,,,,,,,tielemans laarne,2,laarne,loc,True,,,,,loc,tielemans laarne,laarne,
73,4713-803670,4713-803670-cava tirreni,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cava tirreni""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cava tirreni""~5","https://www.googleapis.com/books/v1/volumes?q=""cava+tirreni""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,2,cava tirreni,Q19272,,loc,cava tirreni,,,,,,Italy,cava tirreni,2,cava tirreni,loc,True,False,false,,,loc,cava tirreni,,cava tirreni
74,4752-805839,4752-805839-lode tallon,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lode tallon""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lode tallon""~5","https://www.googleapis.com/books/v1/volumes?q=""lode+tallon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,lode tallon,,,per,lode tallon,,,,,,,lode tallon,2,lode tallon,per,True,True,,,,per,lode tallon,,lode tallon
75,4772-806204,4772-806204-verrebroeck,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""verrebroeck""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""verrebroeck""~5","https://www.googleapis.com/books/v1/volumes?q=""verrebroeck""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,verrebroeck,,,loc,verrebroeck,Verrebroek,Section,Beveren,East Flanders Province,Flanders,Belgium,verrebroeck,1,verrebroeck,loc,True,,,,,loc,verrebroeck,,
76,4826-807658,4826-807658-frantz wittouck,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""frantz wittouck""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""frantz wittouck""~5","https://www.googleapis.com/books/v1/volumes?q=""frantz+wittouck""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,frantz wittouck,,Q1959472,per,frantz wittouck,,,,,,,frantz wittouck,2,frantz wittouck,per,True,True,,,,per,frantz wittouck,,frantz wittouck
77,4908-809880,4908-809880-namur,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""namur""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""namur""~5","https://www.googleapis.com/books/v1/volumes?q=""namur""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,namur,Q134121,,loc,namur,Namur,Commune,Namur,Namur Province,Wallonia,Belgium,namur,1,namur,loc,True,,,,,loc,namur,namur,
78,4996-813687,,,,,,,,,,,,,,,,,,schelvis sterf,2,,,,,,,,,schelvis sterf,,
79,5013-814391,,,,,,,,,,,,,,,,,,hockey,1,,,,,,,,,hockey,,
80,5228-823575,,,,,,,,,,,,,,,,,,vingtième siècle,2,,,,,,,,,vingtième siècle,,
81,5275-825637,,,,,,,,,,,,,,,,,,diables rouges football coupe monde,5,,,,,,,,,diables rouges football coupe monde,,
82,5451-830608,5451-830608-hyfte,,,,,,,,,,,,,,,,,hyfte mariakerke,2,hyfte,per,True,False,,,A splitter,per,hyfte mariakerke,mariakerke||hyfte,
83,5451-830608,5451-830608-mariakerke,,,,,,,,,,,,,,,,,,,mariakerke,loc,,,,,,loc,hyfte mariakerke,mariakerke||hyfte,
84,5532-833305,5532-833305-verweyen,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""verweyen""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""verweyen""~5","https://www.googleapis.com/books/v1/volumes?q=""verweyen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,verweyen,,,per,verweyen,,,,,,,verweyen,1,verweyen,per,True,False,,,,per,verweyen,,
85,5621-835005,,,,,,,,,,,,,,,,,,winter varietes,2,,,,,,,,,winter varietes,winter,winter varietes
86,5723-838041,,,,,,,,,,,,,,,,,,emois,1,,,,,,,,,emois,,
87,5838-842762,5838-842762-haas,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""damm haas jette""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""damm haas jette""~5","https://www.googleapis.com/books/v1/volumes?q=""damm+haas+jette""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,haas,,Q78767,ambig,haas,,,,,,,damm haas jette,3,haas,per,True,False,,"est-ce que ""damm"" est un nom ?","oui, Haas est clairement un nom. pour damm, je ne sais pas",per,damm haas jette,jette||haas,
88,5838-842762,5838-842762-jette,,,,,,,,,,,,,,,,,damm haas jette,3,jette,loc,True,,,,,loc,damm haas jette,jette||haas,
89,5862-842849,5862-842849-boutelkin,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""boutelkin""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""boutelkin""~5","https://www.googleapis.com/books/v1/volumes?q=""boutelkin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,boutelkin,,,ambig,boutelkin,,,,,,,boutelkin,1,boutelkin,per_ambig,True,False,,,ok,per_ambig,boutelkin,,
90,5863-842849,5863-842849-boutelkine,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""boutelkine""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""boutelkine""~5","https://www.googleapis.com/books/v1/volumes?q=""boutelkine""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,boutelkine,,,ambig,boutelkine,,,,,,,boutelkine,1,boutelkine,per_ambig,True,False,,doublon visitID 842849 (cf. ligne précédente) ?,le hasard a voulu que deux queries de la même visite soient sélectionnées,per_ambig,boutelkine,,
91,6139-850957,,,,,,,,,,,,,,,,,,sucrerie,1,,,,,,,,,sucrerie,,
92,6287-855104,6287-855104-watervliet,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kerk watervliet""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kerk watervliet""~5","https://www.googleapis.com/books/v1/volumes?q=""watervliet+kerk""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,watervliet,Q14987,,loc,watervliet,Watervliet,Section,Sint-Laureins,East Flanders Province,Flanders,Belgium,watervliet kerk,2,watervliet,loc,True,,,,,loc,watervliet kerk,watervliet,
93,6320-856245,6320-856245-londerzeel,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""londerzeel""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""londerzeel""~5","https://www.googleapis.com/books/v1/volumes?q=""londerzeel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,londerzeel,Q587819,,loc,londerzeel,Londerzeel,Commune,Londerzeel,Flemish Brabant Province,Flanders,Belgium,londerzeel,1,londerzeel,loc,True,,,,,loc,londerzeel,londerzeel,
94,6338-856474,6338-856474-joris,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""joris""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""joris""~5","https://www.googleapis.com/books/v1/volumes?q=""joris""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,joris,,,per,joris,,,,,,,joris,1,joris,per,True,False,,que prénom,,per,joris,,
95,6370-857860,6370-857860-harlez,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""harlez""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""harlez""~5","https://www.googleapis.com/books/v1/volumes?q=""harlez""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,harlez,,,per,harlez,,,,,,,harlez,1,harlez,per,True,False,,,,per,harlez,,
96,6442-859442,6442-859442-sohu,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""sohu""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""sohu""~5","https://www.googleapis.com/books/v1/volumes?q=""sohu""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,sohu,Q7554834,,per,sohu,,,,,,,sohu,1,sohu,per,True,False,,,,per,sohu,,
97,6626-866898,6626-866898-melle,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""atletiques melle""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""atletiques melle""~5","https://www.googleapis.com/books/v1/volumes?q=""melle+atletiques""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,melle,Q696355,,loc,melle,Melle,Commune,Melle,East Flanders Province,Flanders,Belgium,melle atletiques,2,melle,loc,True,,,,,loc,melle atletiques,melle,
98,6631-866898,,,,,,,,,,,,,,,,,,voetbal,1,,,,,,,,,voetbal,,
99,6742-869492,6742-869492-liège,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""juifs liege a""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""juifs liege a""~5","https://www.googleapis.com/books/v1/volumes?q=""juifs+%C3%A0+li%C3%A8ge""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,liège,Q3992,,loc,liège,Liège,Commune,Liège,Liège Province,Wallonia,Belgium,juifs à liège,3,liège,loc,True,,,,,loc,juifs à liège,liege,
100,6914-875401,6914-875401-rogier,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""germanique rogier""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""germanique rogier""~5","https://www.googleapis.com/books/v1/volumes?q=""rogier+germanique""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,rogier,Q3087261,,per_loc,rogier,,,,,,,rogier germanique,2,rogier,per,True,False,,,ok,per,rogier germanique,,rogier germanique
101,6926-875706,6926-875706-reding,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""monsieur reding""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""monsieur reding""~5","https://www.googleapis.com/books/v1/volumes?q=""monsieur+reding""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,reding,,,per,reding,,,,,,,monsieur reding,2,reding,per,True,False,,,,per,monsieur reding,,
102,6989-876918,6989-876918-leclercq abel,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""abel leclercq senzeille""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""abel leclercq senzeille""~5","https://www.googleapis.com/books/v1/volumes?q=""leclercq+abel+senzeille""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,leclercq abel,,,per,leclercq abel,,,,,,,leclercq abel senzeille,3,leclercq abel,per,True,True,,,,per,leclercq abel senzeille,senzeille,abel senzeille
103,6989-876918,6989-876918-senzeille,,,,,,,,,,,,,,,,,leclercq abel senzeille,3,senzeille,loc,True,,,,,loc,leclercq abel senzeille,senzeille,abel senzeille
104,7060-878964,7060-878964-steenberghs,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""steenberghs""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""steenberghs""~5","https://www.googleapis.com/books/v1/volumes?q=""steenberghs""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,steenberghs,,,per,steenberghs,,,,,,,steenberghs,1,steenberghs,per,True,False,,,,per,steenberghs,,
105,7237-884277,,,,,,,,,,,,,,,,,,exposition,1,,,,,,,,,exposition,,
106,7504-892662,7504-892662-ravestein esther,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""esther ravestein""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""esther ravestein""~5","https://www.googleapis.com/books/v1/volumes?q=""ravestein+esther""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,ravestein esther,,,per,ravestein esther,,,,,,,ravestein esther,2,ravestein esther,per,True,True,,,,per,ravestein esther,,esther ravestein
107,7524-893008,7524-893008-templeuve,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""templeuve""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""templeuve""~5","https://www.googleapis.com/books/v1/volumes?q=""templeuve""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,templeuve,Q2017080,,loc,templeuve,Templeuve,Section,Tournai,Hainaut Province,Wallonia,Belgium,templeuve,1,templeuve,loc,True,,,,,loc,templeuve,templeuve,
108,7581-893859,7581-893859-leopold van den neste,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""den leopold neste van""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""den leopold neste van""~5","https://www.googleapis.com/books/v1/volumes?q=""leopold+van+den+neste""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,4,leopold van den neste,,Q24819083,per,leopold van den neste,,,,,,,leopold van den neste,4,leopold van den neste,per,True,True,,,,per,leopold van den neste,,leopold van den neste
109,7586-893859,7586-893859-mathilde dumalin,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dumalin mathilde""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dumalin mathilde""~5","https://www.googleapis.com/books/v1/volumes?q=""mathilde+dumalin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,mathilde dumalin,,,per,mathilde dumalin,,,,,,,mathilde dumalin,2,mathilde dumalin,per,True,True,,,,per,mathilde dumalin,,mathilde dumalin
110,7597-893933,7597-893933-keihem,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""keihem""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""keihem""~5","https://www.googleapis.com/books/v1/volumes?q=""keihem""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,keihem,,,per_loc,keihem,,,,,,,keihem,1,keihem,per_loc,True,False,,,,per_loc,keihem,,
111,7642-894610,7642-894610-graauwmans,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""graauwmans""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""graauwmans""~5","https://www.googleapis.com/books/v1/volumes?q=""graauwmans""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,graauwmans,,,per,graauwmans,,,,,,,graauwmans,1,graauwmans,per,True,False,,,,per,graauwmans,,
112,7658-894764,7658-894764-jozef kockx,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""jozef kockx""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""jozef kockx""~5","https://www.googleapis.com/books/v1/volumes?q=""jozef+kockx""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,jozef kockx,,,per,jozef kockx,,,,,,,jozef kockx,2,jozef kockx,per,True,True,,,,per,jozef kockx,,jozef kockx
113,7777-898669,7777-898669-bibliothèque royale,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bibliotheque royale""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bibliotheque royale""~5","https://www.googleapis.com/books/v1/volumes?q=""biblioth%C3%A8que+royale""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,2,bibliothèque royale,Q383931,,loc,bibliothèque royale,,POI,Brussels,Brussels Capital,Brussels Capital,Belgium,bibliothèque royale,2,bibliothèque royale,loc,True,False,false,,,loc,bibliothèque royale,,
114,7812-899489,7812-899489-adolphe strimel,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""adolphe strimel""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""adolphe strimel""~5","https://www.googleapis.com/books/v1/volumes?q=""adolphe+strimel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,adolphe strimel,,,per,adolphe strimel,,,,,,,adolphe strimel,2,adolphe strimel,per,True,True,,,,per,adolphe strimel,,adolphe strimel
